"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"5318","Scleritis","F4K0.12",,"10291","CPRD_GOLD"
"15996","Scleritis and episcleritis","F4K0.00",,"5106","CPRD_GOLD"
"28123","Posterior scleritis","F4K0700",,"113","CPRD_GOLD"
"35599","Unspecified scleritis","F4K0000",,"452","CPRD_GOLD"
"37665","Sclerokeratitis","F4K0500",,"90","CPRD_GOLD"
"40365","Anterior scleritis","F4K0300",,"322","CPRD_GOLD"
"40647","Scleromalacia perforans","F4K0400",,"64","CPRD_GOLD"
"51523","Brawny scleritis","F4K0600",,"8","CPRD_GOLD"
"62239","Scleral abscess","F4K0800",,"10","CPRD_GOLD"
"65835","Sclerotenonitis","F4K0711",,"1","CPRD_GOLD"
"101293","[X]Scleritis+episcleritis in diseases CE","FyuD800",,"5","CPRD_GOLD"
