"DRUG_CODE_ID","DESCRIPTION","BNF1","BNF2","BNF3","ATC","FREQUENCY","DATABASE"
"11970","Sildenafil 25mg tablets",,,,"G04BE03","102549","CEGEDIM"
"11971","Viagra 25mg tablets (Upjohn UK Ltd)",,,,"G04BE03","12812","CEGEDIM"
"11972","Viagra 25mg tablets (Upjohn UK Ltd) 4 tablet",,,,"G04BE03","0","CEGEDIM"
"11973","Viagra 25mg tablets (Upjohn UK Ltd) 8 tablet2 x 4 tablets",,,,"G04BE03","0","CEGEDIM"
"11980","Sildenafil 50mg tablets",,,,"G04BE03","635750","CEGEDIM"
"11981","Viagra 50mg tablets (Upjohn UK Ltd)",,,,"G04BE03","65618","CEGEDIM"
"11982","Viagra 50mg tablets (Upjohn UK Ltd) 4 tablet",,,,"G04BE03","0","CEGEDIM"
"11986","Viagra 50mg tablets (Upjohn UK Ltd) 8 tablet2 x 4 tablets",,,,"G04BE03","0","CEGEDIM"
"11990","Sildenafil 100mg tablets",,,,"G04BE03","812781","CEGEDIM"
"11991","Viagra 100mg tablets (Upjohn UK Ltd)",,,,"G04BE03","74818","CEGEDIM"
"11992","Viagra 100mg tablets (Upjohn UK Ltd) 4 tablet",,,,"G04BE03","0","CEGEDIM"
"11993","Viagra 100mg tablets (Upjohn UK Ltd) 8 tablet2 x 4 tablets",,,,"G04BE03","0","CEGEDIM"
"17315","Alprostadil 125microgram urethral sticks",,,,"G04BE01","213","CEGEDIM"
"17316","Muse 125microgram urethral sticks (Meda Pharmaceuticals Ltd)",,,,"G04BE01","614","CEGEDIM"
"17317","Muse 125microgram urethral sticks (Meda Pharmaceuticals Ltd) 1 applicator",,,,"G04BE01","0","CEGEDIM"
"17321","Muse 125microgram urethral sticks (Meda Pharmaceuticals Ltd) 6 applicator",,,,"G04BE01","0","CEGEDIM"
"17327","Alprostadil 250microgram urethral sticks",,,,"G04BE01","1910","CEGEDIM"
"17328","Muse 250microgram urethral sticks (Mylan)",,,,"G04BE01","4265","CEGEDIM"
"17329","Muse 250microgram urethral sticks (Mylan) 1 applicator",,,,"G04BE01","0","CEGEDIM"
"17330","Muse 250microgram urethral sticks (Mylan) 6 applicator",,,,"G04BE01","0","CEGEDIM"
"17334","Alprostadil 500microgram urethral sticks",,,,"G04BE01","3159","CEGEDIM"
"17335","Muse 500microgram urethral sticks (Mylan)",,,,"G04BE01","6282","CEGEDIM"
"17336","Muse 500microgram urethral sticks (Mylan) 1 applicator",,,,"G04BE01","0","CEGEDIM"
"17337","Muse 500microgram urethral sticks (Mylan) 6 applicator",,,,"G04BE01","0","CEGEDIM"
"17338","Alprostadil 1mg urethral sticks",,,,"G04BE01","5205","CEGEDIM"
"17339","Muse 1000microgram urethral sticks (Mylan)",,,,"G04BE01","8844","CEGEDIM"
"17340","Muse 1000microgram urethral sticks (Mylan) 1 applicator",,,,"G04BE01","0","CEGEDIM"
"17341","Muse 1000microgram urethral sticks (Mylan) 6 applicator",,,,"G04BE01","0","CEGEDIM"
"21339","Alprostadil 20microgram powder and solvent for solution for injection vials",,,,"G04BE01","524","CEGEDIM"
"21340","Caverject 20microgram powder and solvent for solution for injection vials (Pfizer Ltd)",,,,"G04BE01","22374","CEGEDIM"
"21341","Caverject 20microgram powder and solvent for solution for injection vials (Pfizer Ltd) 1 vial",,,,"G04BE01","0","CEGEDIM"
"22514","Alprostadil 10microgram powder and solvent for solution for injection vials",,,,"G04BE01","263","CEGEDIM"
"22515","Caverject 10microgram powder and solvent for solution for injection vials (Pfizer Ltd)",,,,"G04BE01","10589","CEGEDIM"
"22516","Caverject 10microgram powder and solvent for solution for injection vials (Pfizer Ltd) 1 vial",,,,"G04BE01","0","CEGEDIM"
"22519","Alprostadil 40microgram powder and solvent for solution for injection vials",,,,"G04BE01","307","CEGEDIM"
"22520","Caverject 40microgram powder and solvent for solution for injection vials (Pfizer Ltd)",,,,"G04BE01","5688","CEGEDIM"
"22521","Caverject 40microgram powder and solvent for solution for injection vials (Pfizer Ltd) 1 vial",,,,"G04BE01","0","CEGEDIM"
"23703","Alprostadil 20microgram powder and solvent for solution for injection pre-filled disposable devices",,,,"G04BE01","1000","CEGEDIM"
"23704","Viridal 20 Duo Continuation Pack powder and solvent for solution for injection cartridges (Schwarz Pharma Ltd)",,,,"G04BE01","0","CEGEDIM"
"23705","Viridal 20 Duo Continuation Pack powder and solvent for solution for injection cartridges (Schwarz Pharma Ltd) 2 pre-filled disposable injection",,,,"G04BE01","0","CEGEDIM"
"23711","Caverject Dual Chamber 20microgram powder and solvent for solution for injection (Pfizer Ltd)",,,,"G04BE01","7315","CEGEDIM"
"23712","Caverject Dual Chamber 20microgram powder and solvent for solution for injection (Pfizer Ltd) 2 pre-filled disposable injection",,,,"G04BE01","0","CEGEDIM"
"23731","Alprostadil 10microgram powder and solvent for solution for injection pre-filled disposable devices",,,,"G04BE01","596","CEGEDIM"
"23732","Viridal 10 Duo Continuation Pack powder and solvent for solution for injection cartridges (Schwarz Pharma Ltd)",,,,"G04BE01","0","CEGEDIM"
"23733","Viridal 10 Duo Continuation Pack powder and solvent for solution for injection cartridges (Schwarz Pharma Ltd) 2 pre-filled disposable injection",,,,"G04BE01","0","CEGEDIM"
"23734","Caverject Dual Chamber 10microgram powder and solvent for solution for injection (Pfizer Ltd)",,,,"G04BE01","4157","CEGEDIM"
"23735","Caverject Dual Chamber 10microgram powder and solvent for solution for injection (Pfizer Ltd) 2 pre-filled disposable injection",,,,"G04BE01","0","CEGEDIM"
"23736","Alprostadil 40microgram powder and solvent for solution for injection cartridges",,,,"G04BE01","374","CEGEDIM"
"23737","Viridal Duo Continuation Pack 40microgram powder and solvent for solution for injection cartridges (UCB Pharma Ltd)",,,,"G04BE01","1121","CEGEDIM"
"23738","Viridal Duo Continuation Pack 40microgram powder and solvent for solution for injection cartridges (UCB Pharma Ltd) 2 cartridge",,,,"G04BE01","0","CEGEDIM"
"23748","Alprostadil 5microgram powder and solvent for solution for injection vials",,,,"G04BE01","972","CEGEDIM"
"23749","Caverject 5microgram powder and solvent for solution for injection vials (Pfizer Ltd)",,,,"G04BE01","2352","CEGEDIM"
"23750","Caverject 5microgram powder and solvent for solution for injection vials (Pfizer Ltd) 1 vial",,,,"G04BE01","0","CEGEDIM"
"25654","Tadalafil 10mg tablets",,,,"G04BE08","134450","CEGEDIM"
"25655","Cialis 10mg tablets (Eli Lilly and Company Ltd)",,,,"G04BE08","53961","CEGEDIM"
"25656","Cialis 10mg tablets (Eli Lilly and Company Ltd) 4 tablet2 x 2 tablets",,,,"G04BE08","0","CEGEDIM"
"25657","Tadalafil 20mg tablets",,,,"G04BE08","235194","CEGEDIM"
"25658","Cialis 20mg tablets (Eli Lilly and Company Ltd)",,,,"G04BE08","127876","CEGEDIM"
"25659","Cialis 20mg tablets (Eli Lilly and Company Ltd) 4 tablet2 x 2 tablets",,,,"G04BE08","0","CEGEDIM"
"25660","Cialis 20mg tablets (Eli Lilly and Company Ltd) 8 tablet4 x 2 tablets",,,,"G04BE08","0","CEGEDIM"
"27423","Vardenafil 5mg tablets",,,,"G04BE09","8625","CEGEDIM"
"27424","Levitra 5mg tablets (Bayer Plc)",,,,"G04BE09","2953","CEGEDIM"
"27425","Levitra 5mg tablets (Bayer Plc) 4 tablet",,,,"G04BE09","0","CEGEDIM"
"27426","Levitra 5mg tablets (Bayer Plc) 8 tablet",,,,"G04BE09","0","CEGEDIM"
"27430","Vardenafil 10mg tablets",,,,"G04BE09","42124","CEGEDIM"
"27431","Levitra 10mg tablets (Bayer Plc)",,,,"G04BE09","14710","CEGEDIM"
"27432","Levitra 10mg tablets (Bayer Plc) 4 tablet",,,,"G04BE09","0","CEGEDIM"
"27433","Levitra 10mg tablets (Bayer Plc) 8 tablet",,,,"G04BE09","0","CEGEDIM"
"27438","Vardenafil 20mg tablets",,,,"G04BE09","61301","CEGEDIM"
"27439","Levitra 20mg tablets (Bayer Plc)",,,,"G04BE09","20780","CEGEDIM"
"27440","Levitra 20mg tablets (Bayer Plc) 4 tablet",,,,"G04BE09","0","CEGEDIM"
"27441","Levitra 20mg tablets (Bayer Plc) 8 tablet",,,,"G04BE09","0","CEGEDIM"
"30185","Alprostadil 500micrograms/1ml solution for infusion ampoules",,,,"C01EA01","128","CEGEDIM"
"74802","Sildenafil 20mg tablets",,,,"G04BE03","1743","CEGEDIM"
"74803","Revatio 20mg tablets (Upjohn UK Ltd)",,,,"G04BE03","171","CEGEDIM"
"74804","Revatio 20mg tablets (Upjohn UK Ltd) 90 tablet6 x 15 tablets",,,,"G04BE03","0","CEGEDIM"
"77261","Viagra 50mg tablets (Dowelhurst Ltd)",,,,"G04BE03","0","CEGEDIM"
"77262","Viagra 50mg tablets (Dowelhurst Ltd) 8 tablet",,,,"G04BE03","0","CEGEDIM"
"77263","Viagra 100mg tablets (Dowelhurst Ltd)",,,,"G04BE03","0","CEGEDIM"
"77264","Viagra 100mg tablets (Dowelhurst Ltd) 8 tablet",,,,"G04BE03","0","CEGEDIM"
"77441","Viagra 50mg tablets (Waymade Healthcare Plc)",,,,"G04BE03","0","CEGEDIM"
"77442","Viagra 50mg tablets (Waymade Healthcare Plc) 8 tablet",,,,"G04BE03","0","CEGEDIM"
"77469","Viagra 50mg tablets (Waymade Healthcare Plc) 4 tablet",,,,"G04BE03","0","CEGEDIM"
"77475","Viagra 25mg tablets (Waymade Healthcare Plc)",,,,"G04BE03","0","CEGEDIM"
"77476","Viagra 25mg tablets (Waymade Healthcare Plc) 4 tablet",,,,"G04BE03","0","CEGEDIM"
"77477","Viagra 25mg tablets (Waymade Healthcare Plc) 8 tablet",,,,"G04BE03","0","CEGEDIM"
"77483","Viagra 100mg tablets (Waymade Healthcare Plc)",,,,"G04BE03","0","CEGEDIM"
"77484","Viagra 100mg tablets (Waymade Healthcare Plc) 4 tablet",,,,"G04BE03","0","CEGEDIM"
"77487","Viagra 100mg tablets (Waymade Healthcare Plc) 8 tablet",,,,"G04BE03","0","CEGEDIM"
