"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"16D5.00","Fall onto outstretched hand","16D5.00",,"1960","IMRD"
"TC...11","Fall - accidental","TC...11",,"1043519","IMRD"
"TC0..00","Fall on or from stairs or steps","TC0..00",,"3895","IMRD"
"TC01.00","Fall on or from stairs","TC01.00",,"1848","IMRD"
"TC01000","Fall on stairs","TC01000",,"1270","IMRD"
"TC01100","Fall from stairs","TC01100",,"644","IMRD"
"TC01z00","Fall on or from stairs NOS","TC01z00",,"227","IMRD"
"TC02.00","Fall on or from steps","TC02.00",,"193","IMRD"
"TC02000","Fall on steps","TC02000",,"200","IMRD"
"TC02100","Fall from steps","TC02100",,"145","IMRD"
"TC02z00","Fall on or from steps NOS","TC02z00",,"19","IMRD"
"TC0z.00","Fall on or from stairs or steps NOS","TC0z.00",,"69","IMRD"
"TC42.00","Fall from chair or bed","TC42.00",,"54","IMRD"
"TC42000","Fall from chair","TC42000",,"229","IMRD"
"TC42100","Fall from bed","TC42100",,"1106","IMRD"
"TC42z00","Fall from chair or bed NOS","TC42z00",,"8","IMRD"
"TC5..00","Fall on same level from slipping, tripping or stumbling","TC5..00",,"8839","IMRD"
"TC50.00","Fall on same level from slipping","TC50.00",,"1049","IMRD"
"TC51.00","Fall on same level from tripping","TC51.00",,"3326","IMRD"
"TC52.00","Fall on same level from stumbling","TC52.00",,"477","IMRD"
"TC5z.00","Fall on same level from slipping, tripping or stumbling NOS","TC5z.00",,"427","IMRD"
"TCy0.00","Fall from bump against object","TCy0.00",,"381","IMRD"
"TCyz.00","Other accidental fall NOS","TCyz.00",,"1131","IMRD"
"TN70.00","Injury ?accidental, fall from residential premises","TN70.00",,"12","IMRD"
"U100.00","[X]Fall on same level involving ice and snow","U100.00",,"185","IMRD"
"U100000","[X]Fall on same level involving ice and snow occurrn home","U100000",,"11","IMRD"
"U100100","[X]Fall same level involv ice / snow occurrn resid instit'n","U100100",,"0","IMRD"
"U100400","[X]Fall same levl inv ice and snow, occ street / highway","U100400",,"7","IMRD"
"U100y00","[X]Fall same levl inv ice / snow, occ at other specif place","U100y00",,"0","IMRD"
"U100z00","[X]Fall same levl inv ice / snow, occ at unspecified place","U100z00",,"4","IMRD"
