"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"B21","Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms","B21","","0","ICD10"
"B210","HIV disease resulting in Kaposi sarcoma","B21.0","","0","ICD10"
"B211","HIV disease resulting in Burkitt lymphoma","B21.1","","0","ICD10"
"B212","HIV disease resulting in other types of non-Hodgkin lymphoma","B21.2","","0","ICD10"
"B213","HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue","B21.3","","0","ICD10"
"B217","HIV disease resulting in multiple malignant neoplasms","B21.7","","0","ICD10"
"B218","HIV disease resulting in other malignant neoplasms","B21.8","","0","ICD10"
"B219","HIV disease resulting in unspecified malignant neoplasm","B21.9","","0","ICD10"
"B59X","Pneumocystosis","B59","","0","ICD10"
"C00","Malignant neoplasm of lip","C00","","0","ICD10"
"C000","Malignant neoplasm: External upper lip","C00.0","","0","ICD10"
"C001","Malignant neoplasm: External lower lip","C00.1","","0","ICD10"
"C002","Malignant neoplasm: External lip, unspecified","C00.2","","0","ICD10"
"C003","Malignant neoplasm: Upper lip, inner aspect","C00.3","","0","ICD10"
"C004","Malignant neoplasm: Lower lip, inner aspect","C00.4","","0","ICD10"
"C005","Malignant neoplasm: Lip, unspecified, inner aspect","C00.5","","0","ICD10"
"C006","Malignant neoplasm: Commissure of lip","C00.6","","0","ICD10"
"C008","Malignant neoplasm: Overlapping lesion of lip","C00.8","","0","ICD10"
"C009","Malignant neoplasm: Lip, unspecified","C00.9","","0","ICD10"
"C01X","Malignant neoplasm of base of tongue","C01","","0","ICD10"
"C02","Malignant neoplasm of other and unspecified parts of tongue","C02","","0","ICD10"
"C020","Malignant neoplasm: Dorsal surface of tongue","C02.0","","0","ICD10"
"C021","Malignant neoplasm: Border of tongue","C02.1","","0","ICD10"
"C022","Malignant neoplasm: Ventral surface of tongue","C02.2","","0","ICD10"
"C023","Malignant neoplasm: Anterior two-thirds of tongue, part unspecified","C02.3","","0","ICD10"
"C024","Malignant neoplasm: Lingual tonsil","C02.4","","0","ICD10"
"C028","Malignant neoplasm: Overlapping lesion of tongue","C02.8","","0","ICD10"
"C029","Malignant neoplasm: Tongue, unspecified","C02.9","","0","ICD10"
"C03","Malignant neoplasm of gum","C03","","0","ICD10"
"C030","Malignant neoplasm: Upper gum","C03.0","","0","ICD10"
"C031","Malignant neoplasm: Lower gum","C03.1","","0","ICD10"
"C039","Malignant neoplasm: Gum, unspecified","C03.9","","0","ICD10"
"C04","Malignant neoplasm of floor of mouth","C04","","0","ICD10"
"C040","Malignant neoplasm: Anterior floor of mouth","C04.0","","0","ICD10"
"C041","Malignant neoplasm: Lateral floor of mouth","C04.1","","0","ICD10"
"C048","Malignant neoplasm: Overlapping lesion of floor of mouth","C04.8","","0","ICD10"
"C049","Malignant neoplasm: Floor of mouth, unspecified","C04.9","","0","ICD10"
"C05","Malignant neoplasm of palate","C05","","0","ICD10"
"C050","Malignant neoplasm: Hard palate","C05.0","","0","ICD10"
"C051","Malignant neoplasm: Soft palate","C05.1","","0","ICD10"
"C052","Malignant neoplasm: Uvula","C05.2","","0","ICD10"
"C058","Malignant neoplasm: Overlapping lesion of palate","C05.8","","0","ICD10"
"C059","Malignant neoplasm: Palate, unspecified","C05.9","","0","ICD10"
