"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"1D18.00","Pain from metastases","1D18.00",,"3165","IMRD"
"5136.00","X-ray metastasis control","5136.00",,"9","IMRD"
"5A12.00","Thyroid tumour/metast irradiat","5A12.00",,"1","IMRD"
"5A15.00","Bone tumour/metast.irradiat.","5A15.00",,"2","IMRD"
"8Hgg.00","Discharge from secondary care cancer service","8Hgg.00",,"35","IMRD"
"A788600","Human immunodeficiency virus with secondary cancers","A788600",,"3","IMRD"
"B153.00","Secondary malignant neoplasm of liver","B153.00",,"778","IMRD"
"B56..00","Secondary and unspecified malignant neoplasm of lymph nodes","B56..00",,"1067","IMRD"
"B56..11","Lymph node metastases","B56..11",,"2781","IMRD"
"B560.00","Secondary and unspec malig neop lymph nodes head/face/neck","B560.00",,"93","IMRD"
"B560000","Secondary and unspec malig neop of superficial parotid LN","B560000",,"12","IMRD"
"B560100","Secondary and unspec malignant neoplasm mastoid lymph nodes","B560100",,"3","IMRD"
"B560200","Secondary and unspec malig neop superficial cervical LN","B560200",,"17","IMRD"
"B560300","Secondary and unspec malignant neoplasm occipital lymph node","B560300",,"9","IMRD"
"B560400","Secondary and unspec malig neop deep parotid lymph nodes","B560400",,"6","IMRD"
"B560500","Secondary and unspec malig neop submandibular lymph nodes","B560500",,"19","IMRD"
"B560600","Secondary and unspec malig neop of facial lymph nodes","B560600",,"2","IMRD"
"B560700","Secondary and unspec malig neop submental lymph nodes","B560700",,"4","IMRD"
"B560800","Secondary and unspec malig neop anterior cervical LN","B560800",,"9","IMRD"
"B560900","Secondary and unspec malig neop deep cervical LN","B560900",,"8","IMRD"
"B560z00","Secondary unspec malig neop lymph nodes head/face/neck NOS","B560z00",,"24","IMRD"
"B561.00","Secondary and unspec malig neop intrathoracic lymph nodes","B561.00",,"25","IMRD"
"B561000","Secondary and unspec malig neop internal mammary lymph nodes","B561000",,"11","IMRD"
"B561100","Secondary and unspec malig neop intercostal lymph nodes","B561100",,"3","IMRD"
"B561200","Secondary and unspec malig neop diaphragmatic lymph nodes","B561200",,"4","IMRD"
"B561300","Secondary and unspec malig neop ant mediastinal lymph nodes","B561300",,"38","IMRD"
"B561400","Secondary and unspec malig neop post mediastinal lymph nodes","B561400",,"10","IMRD"
"B561500","Secondary and unspec malig neop paratracheal lymph nodes","B561500",,"16","IMRD"
"B561600","Secondary and unspec malig neop superfic tracheobronchial LN","B561600",,"2","IMRD"
"B561700","Secondary and unspec malig neop inferior tracheobronchial LN","B561700",,"1","IMRD"
"B561800","Secondary and unspec malig neop bronchopulmonary lymph nodes","B561800",,"11","IMRD"
"B561900","Secondary and unspec malig neop pulmonary lymph nodes","B561900",,"68","IMRD"
"B561z00","Secondary and unspec malig neop intrathoracic LN NOS","B561z00",,"8","IMRD"
"B562.00","Secondary and unspec malig neop intra-abdominal lymph nodes","B562.00",,"43","IMRD"
"B562000","Secondary and unspec malig neop coeliac lymph nodes","B562000",,"3","IMRD"
"B562100","Secondary and unspec malig neop superficial mesenteric LN","B562100",,"4","IMRD"
"B562200","Secondary and unspec malig neop inferior mesenteric LN","B562200",,"6","IMRD"
