"DRUG_CODE_ID","DESCRIPTION","BNF1","BNF2","BNF3","ATC","FREQUENCY","DATABASE"
"18125","Librium 5mg capsules (Mylan) Chlordiazepoxide hydrochloride 5mg Capsule Oral","04010201","04105000","10020200",,"564","CPRD_GOLD"
"5294","Chlordiazepoxide 10mg tablets Chlordiazepoxide hydrochloride 10mg Tablet Oral","04010201","04105000","10020200",,"48182","CPRD_GOLD"
"74743","Lorazepam 2mg/1ml solution for injection ampoules Lorazepam 2mg/1ml Solution for injection Intramuscular/Intravenous","04010201","04080200","15010401",,"1","CPRD_GOLD"
"46896","Lorazepam 500micrograms/5ml oral solution Lorazepam 100microgram/1ml Oral solution Oral","04010201","15010401",,,"171","CPRD_GOLD"
"10676","MEPROBAMATE 400 MG CAP    ","00000000",,,,"1222","CPRD_GOLD"
"75473","Diazepam 2.5mg/5ml oral suspension (Special Order) Diazepam 500microgram/1ml Oral suspension Oral","04010201","04080200","04080300",,"1","CPRD_GOLD"
"31633","Valclair 10mg suppositories (Durbin Plc) Diazepam 10mg Suppository Rectal","04010201","04080200","04080300",,"4","CPRD_GOLD"
"3870","Diazepam 2mg capsules Diazepam 2mg Capsules Oral","04010100","04010200",,,"15166","CPRD_GOLD"
"21464","Medazepam 5mg Capsule Medazepam 5mg Capsule Oral","04010200",,,,"46","CPRD_GOLD"
"48010","Clobazam 25mg/5ml oral suspension Clobazam 5mg/1ml Oral suspension Oral","04080100",,,,"1","CPRD_GOLD"
"2394","Buspar 5mg tablets (IXL Pharma Ltd) Buspirone hydrochloride 5mg Tablet Oral","04010200",,,,"57703","CPRD_GOLD"
"3109","CLOBAZAM 5 MG TAB    ","00000000",,,,"596","CPRD_GOLD"
"41988","Chlordiazepoxide 10mg Tablet (DDSA Pharmaceuticals Ltd) Chlordiazepoxide hydrochloride 10mg Tablet Oral","04010200",,,,"132","CPRD_GOLD"
"24642","Milonorm 400mg Tablet (Wallace Manufacturing Chemists Ltd) Meprobamate 400mg Tablet Oral","04010200","10020200",,,"0","CPRD_GOLD"
"79029","Diazepam 10mg Rectal tubes (Hillcross Pharmaceuticals Ltd) Diazepam 4mg/1ml Enema Rectal","04010200","04080200",,,"9","CPRD_GOLD"
"3639","Meprobamate 200mg Tablet Meprobamate 200mg Tablet Oral","04010200","10020200",,,"3198","CPRD_GOLD"
"19941","Bromazepam 3mg tablets Bromazepam 3mg Tablets Oral","04010200",,,,"344","CPRD_GOLD"
"20692","CHLORDIAZEPOXIDE    ","00000000",,,,"99","CPRD_GOLD"
"41553","Oxazepam 10mg tablets (Genus Pharmaceuticals Ltd) Oxazepam 10mg Tablet Oral","04010201",,,,"100","CPRD_GOLD"
"9045","Diazepam 1mg/5ml suspension Diazepam 1mg/5ml Suspension Oral","04010100","04010200",,,"1263","CPRD_GOLD"
"43240","Buspirone 5mg tablets (Mylan) Buspirone hydrochloride 5mg Tablet Oral","04010200",,,,"14","CPRD_GOLD"
"56236","Diazepam 2mg tablets (Wockhardt UK Ltd) Diazepam 2mg Tablet Oral","04010201","04080400","04105000",,"0","CPRD_GOLD"
"4543","Chlordiazepoxide 5mg tablets Chlordiazepoxide Hydrochloride 5mg Tablets Oral","04010200",,,,"60446","CPRD_GOLD"
"78312","Lorazepam 1mg orodispersible tablets Lorazepam 1mg Orodispersible tablet Oral","04010201","15010401",,,"227","CPRD_GOLD"
"39284","Lorazepam 1mg tablets (Genus Pharmaceuticals Ltd) Lorazepam 1mg Tablet Oral","04010201","15010401",,,"2778","CPRD_GOLD"
"14417","LORAZEPAM 1 MG SUS    ","00000000",,,,"566","CPRD_GOLD"
"12512","Equanil 400mg Tablet (Wyeth Pharmaceuticals) Meprobamate 400mg Tablet Oral","04010200","10020200",,,"5127","CPRD_GOLD"
"33672","Diazepam 2mg tablets (A A H Pharmaceuticals Ltd) Diazepam 2mg Tablet Oral","04010201","04080400","04105000",,"346","CPRD_GOLD"
"3111","Clobazam 10mg tablets Clobazam 10mg Tablet Oral","04080100",,,,"365890","CPRD_GOLD"
"6025","Chlordiazepoxide 5mg tablets Chlordiazepoxide hydrochloride 5mg Tablet Oral","04010201","04105000","10020200",,"45060","CPRD_GOLD"
"41411","Oxazepam 15mg tablets (A A H Pharmaceuticals Ltd) Oxazepam 15mg Tablet Oral","04010201",,,,"22","CPRD_GOLD"
"18488","Diazepam 2.5mg RecTubes (Wockhardt UK Ltd) Diazepam 2mg/1ml Enema Rectal","04010201","04080200","04080300",,"1296","CPRD_GOLD"
"15429","CLOBAZAM 5 MG CAP    ","00000000",,,,"223","CPRD_GOLD"
"20966","Clobazam 10mg/5ml oral suspension Clobazam 2mg/1ml Oral suspension Oral","04080100",,,,"3160","CPRD_GOLD"
"3447","DIAZEMULS 10 MG INJ    ","00000000",,,,"421","CPRD_GOLD"
"38410","Diazepam 5mg Rectal tubes (Hillcross Pharmaceuticals Ltd) Diazepam 2mg/1ml Enema Rectal","04010200","04080200",,,"2","CPRD_GOLD"
"67785","Diazepam 5mg tablets (Wockhardt UK Ltd) Diazepam 5mg Tablet Oral","04010201","04080400","04105000",,"0","CPRD_GOLD"
"73815","Diazepam 5mg tablets (Alliance Healthcare (Distribution) Ltd) Diazepam 5mg Tablet Oral","04010201","04080400","04105000",,"0","CPRD_GOLD"
"13513","VALIUM 20 MG INJ    ","00000000",,,,"4","CPRD_GOLD"
"28347","Diazepam 2mg Tablet (Crosspharma Ltd) Diazepam 2mg Tablet Oral","04010100","04010200",,,"74","CPRD_GOLD"
"64879","Clobazam 5mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd) Clobazam 1mg/1ml Oral suspension Oral","04010201","04080100",,,"1","CPRD_GOLD"
"2122","Chlordiazepoxide 5mg capsules Chlordiazepoxide hydrochloride 5mg Capsule Oral","04010201","04105000","10020200",,"378592","CPRD_GOLD"
"26837","XANAX    ","00000000",,,,"27","CPRD_GOLD"
"55774","Bromazepam 3mg tablets Bromazepam 3mg Tablet Oral","04010000",,,,"6","CPRD_GOLD"
"53461","Diazepam 2mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd) Diazepam 400microgram/1ml Oral solution Oral","04010201","04080400","04105000",,"7","CPRD_GOLD"
"23002","LORAZEPAM 5 MG TAB    ","00000000",,,,"14","CPRD_GOLD"
"37566","Lorazepam 1mg/5ml oral suspension Lorazepam 200microgram/1ml Oral suspension Oral","04010201","15010401",,,"1996","CPRD_GOLD"
"37696","Clobazam 2.5mg capsules Clobazam 2.5mg Capsule Oral","04080100",,,,"218","CPRD_GOLD"
"53566","Diazepam 2.5mg/5ml oral solution Diazepam 500microgram/1ml Oral solution Oral","04010201","04080200","04080300",,"93","CPRD_GOLD"
"43438","Chlordiazepoxide 5mg tablets (A A H Pharmaceuticals Ltd) Chlordiazepoxide hydrochloride 5mg Tablet Oral","04010201","10020200",,,"108","CPRD_GOLD"
"46","Diazepam 2mg tablets Diazepam 2mg Tablet Oral","04010201","04080400","04105000",,"7957591","CPRD_GOLD"
"68414","Diazepam 2mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd) Diazepam 400microgram/1ml Oral solution Oral","04010201","04080400","04105000",,"8","CPRD_GOLD"
"1909","Trancopal 200mg Tablet (Sanofi-Synthelabo Ltd) Chlormezanone 200mg Tablet Oral","04010200","10020200",,,"8780","CPRD_GOLD"
"28698","Valium 5mg Suppository (Roche Products Ltd) Diazepam 5mg Suppository Rectal","04010200","04080200",,,"5","CPRD_GOLD"
"11486","Alprazolam 500microgram tablets Alprazolam 500microgram Tablet Oral","04010201",,,,"5263","CPRD_GOLD"
"8721","Oxazepam 30mg Tablet Oxazepam 30mg Tablet Oral","04010200",,,,"8161","CPRD_GOLD"
"37745","Lorazepam 1mg/5ml oral solution Lorazepam 200microgram/1ml Oral solution Oral","04010201","15010401",,,"2780","CPRD_GOLD"
"28880","Buspirone 5mg Tablet (Galen Ltd) Buspirone hydrochloride 5mg Tablet Oral","04010200",,,,"598","CPRD_GOLD"
"74065","Chlordiazepoxide 5mg/5ml oral suspension Chlordiazepoxide hydrochloride 1mg/1ml Oral suspension Oral","04010201","04105000","10020200",,"26","CPRD_GOLD"
"44302","Tropium 10mg tablets (Dr Reddy's Laboratories (UK) Ltd) Chlordiazepoxide hydrochloride 10mg Tablet Oral","04010201","10020200",,,"2","CPRD_GOLD"
"64470","Chlordiazepoxide 10mg tablets (Phoenix Healthcare Distribution Ltd) Chlordiazepoxide hydrochloride 10mg Tablet Oral","04010201","04105000","10020200",,"0","CPRD_GOLD"
"73751","Diazepam 5mg/5ml oral suspension Diazepam 1mg/1ml Oral suspension Oral","04010201","04080200","04080300",,"1","CPRD_GOLD"
"8344","Diazepam 5mg suppository Diazepam 5mg Suppository Rectal","04010200","04080200",,,"1044","CPRD_GOLD"
"4439","Libraxin Tablet (Roche Products Ltd) Chlordiazepoxide/Clidinium Bromide  Tablet Oral","01020100","04010200",,,"207","CPRD_GOLD"
"6516","Chlordiazepoxide 25mg tablets Chlordiazepoxide Hydrochloride 25mg Tablets Oral","04010200",,,,"942","CPRD_GOLD"
"12452","Anxon 15mg Capsule (Beecham Research Laboratories) Ketazolam 15mg Capsule Oral","04010200",,,,"207","CPRD_GOLD"
"23612","STESOLID (2ML)    ","00000000",,,,"5","CPRD_GOLD"
"25273","Oxanid 10mg Tablet (M A Steinhard Ltd) Oxazepam 10mg Tablet Oral","04010200",,,,"3","CPRD_GOLD"
"9048","Librium 5mg Tablet (ICN Pharmaceuticals France S.A.) Chlordiazepoxide hydrochloride 5mg Tablet Oral","04010200",,,,"240","CPRD_GOLD"
"52052","Clobazam 4mg/5ml oral suspension Clobazam 800microgram/1ml Oral suspension Oral","04080100",,,,"1","CPRD_GOLD"
"9696","Alprazolam 250microgram tablets Alprazolam 250microgram Tablet Oral","04010201",,,,"6992","CPRD_GOLD"
"2352","Diazepam 2mg/5ml oral solution Diazepam 400microgram/1ml Oral solution Oral","04010201","04080200","10020200",,"70079","CPRD_GOLD"
"17054","Clobazam 5mg/5ml oral suspension Clobazam 1mg/1ml Oral suspension Oral","04080100",,,,"8579","CPRD_GOLD"
"41303","Clobazam 25mg/5ml oral solution Clobazam 5mg/1ml Oral solution Oral","04080100",,,,"30","CPRD_GOLD"
"78957","Buspirone 7.5mg tablets Buspirone hydrochloride 7.5mg Tablet Oral","04010200",,,,"21","CPRD_GOLD"
"25893","Centrax 10mg Tablet (Parke-davis Research Laboratories) Prazepam 10mg Tablet Oral","04010200",,,,"1","CPRD_GOLD"
"4338","Valium 5mg Tablet (Roche Products Ltd) Diazepam 5mg Tablet Oral","04010100","04010200",,,"6591","CPRD_GOLD"
"3205","Diazepam 5mg Diazepam 5mg Capsules Oral","04010100","04010200",,,"20079","CPRD_GOLD"
