"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"13062015","Coarctation of aorta","P71..00","7305005","21218","CPRD_AURUM"
"13148012","Double outlet left ventricle","P58..00","7368005","124","CPRD_AURUM"
"13341010","Double outlet right ventricle","P511.00","7484005","825","CPRD_AURUM"
"13343013","Taussig-Bing syndrome","P511300","7484005","110","CPRD_AURUM"
"22613011","Congenital heart disease","P68..00","13213009","7408","CPRD_AURUM"
"23643015","Preductal coarctation of aorta","P711.00","13867009","31","CPRD_AURUM"
"28030016","Mesocardia","P6y6200","16567006","183","CPRD_AURUM"
"28815012","Aortic septal defect","P501.00","17024001","70","CPRD_AURUM"
"28816013","Aorticopulmonary septal defect","P501.12","17024001","14","CPRD_AURUM"
"31287015","Congenital aortic stenosis","P63..99","18546004","571","CPRD_AURUM"
"36882018","Single coronary artery","P6y4100","21981000","104","CPRD_AURUM"
"50085019","Congenital mitral insufficiency","P66..00","29928006","64","CPRD_AURUM"
"50693015","Ventricular septal defect","P54..00","30288003","109708","CPRD_AURUM"
"50694014","Interventricular septal defect","P541.00","30288003","347","CPRD_AURUM"
"60777016","Transposition of pulmonary veins","P74z700","36422005","30","CPRD_AURUM"
"63468011","Persistent left posterior cardinal vein","P74z400","38385001","3","CPRD_AURUM"
"66470013","Scimitar syndrome","P74z600","39905002","483","CPRD_AURUM"
"75422012","Congenital dilatation of aorta","P72z111","45237002","557","CPRD_AURUM"
"75863013","Common ventricle","P53..00","45503006","177","CPRD_AURUM"
"92274014","Cor triatriatum","P6y1.00","55510008","274","CPRD_AURUM"
"106259013","Overriding aorta","P721700","63934006","21","CPRD_AURUM"
"129417016","Persistent left superior vena cava","P74z500","77978002","104","CPRD_AURUM"
"129847011","Ectopia cordis","P6y6300","78250005","71","CPRD_AURUM"
"129848018","Ectopic heart","P6y6.11","78250005","232","CPRD_AURUM"
"136773016","Congenital mitral stenosis","P65..00","82458004","163","CPRD_AURUM"
"137888010","Eisenmenger's complex","P543.00","204311009","2022","CPRD_AURUM"
"138208019","Patent ductus arteriosus","P70..00","83330001","34189","CPRD_AURUM"
"143042017","Congenital absence of pulmonary artery","P731.11","86252004","50","CPRD_AURUM"
"143123019","Tetralogy of Fallot","P52..00","86299006","15320","CPRD_AURUM"
"299860014","Pulmonary artery aneurysm","P737.00","194892009","116","CPRD_AURUM"
"313277019","Total great vessel transposition","P510.00","204297006","141","CPRD_AURUM"
"313279016","Dextratransposition of aorta","P511100","204299009","11","CPRD_AURUM"
"313293011","Pentalogy of Fallot","P521.00","204306007","38","CPRD_AURUM"
"313322014","Persistent ostium secundum","P552.00","204318003","258","CPRD_AURUM"
"313336016","Common atrioventricular-type ventricular septal defect","P56z200","204330009","2552","CPRD_AURUM"
"313351013","Congenital atresia of the pulmonary valve","P601.00","204342004","1696","CPRD_AURUM"
"313352018","Hypoplasia of pulmonary valve","P601000","204343009","111","CPRD_AURUM"
"313354017","Congenital fusion of pulmonic cusps","P602000","204345002","0","CPRD_AURUM"
"313355016","Congenital fusion of pulmonary valve segment","P602100","204346001","3","CPRD_AURUM"
"313377017","Supernumerary cusps of the mitral valve","P653.00","204363002","2","CPRD_AURUM"
"313382012","Subaortic stenosis","P6y0.00","204368006","1839","CPRD_AURUM"
"313396018","Congenital coronary aneurysm","P6y4500","204378009","56","CPRD_AURUM"
"313397010","Congenital stricture of coronary artery","P6y4600","204379001","20","CPRD_AURUM"
"313423015","Congenital anomaly of myocardium","P6yy500","204394002","24","CPRD_AURUM"
"313424014","Congenital aneurysm of heart","P6yy600","204395001","19","CPRD_AURUM"
"313426011","Cor triloculare","P6yy800","204397009","5","CPRD_AURUM"
"313427019","Congenital epicardial cyst","P6yy900","204398004","20","CPRD_AURUM"
"313428012","Hemicardia","P6yyA00","204399007","11","CPRD_AURUM"
"313431013","Fusion of mitral valve cusps","P6yyC00","204402008","7","CPRD_AURUM"
"313442016","Anomalous ventricular bands","P6z1100","204409004","38","CPRD_AURUM"
"313469015","Persistent aortic arch convolutions","P721400","204427001","2","CPRD_AURUM"
"313475012","Aplasia of aorta","P722100","204433005","6","CPRD_AURUM"
"313492015","Pulmonary artery atresia","P732.00","204443008","1277","CPRD_AURUM"
"313505013","Atresia of pulmonary artery with septal defect","P738.00","204448004","1101","CPRD_AURUM"
"313508010","Anomalies of great veins","P74..00","204451006","76","CPRD_AURUM"
"313513014","Subdiaphragmatic total anomalous pulmonary venous return","P741000","204456001","21","CPRD_AURUM"
"313524011","Absence of inferior vena cava","P74z000","204463001","52","CPRD_AURUM"
"313525012","Absence of superior vena cava","P74z100","204464007","18","CPRD_AURUM"
"315548017","Situs inversus with levocardia","PK34.00","205769006","42","CPRD_AURUM"
"316833010","Congenital cardiac failure","Q48y100","206586007","812","CPRD_AURUM"
"355549012","Congenital heart disease in pregnancy","L185.11","237227006","45","CPRD_AURUM"
"361057012","Persistent right aortic arch","P721500","111321007","218","CPRD_AURUM"
"377194014","Cor triloculare biventriculare","P56z011","253276007","21","CPRD_AURUM"
"377267018","Isomerism of atrial appendages","P59..00","253335001","808","CPRD_AURUM"
"377306010","Interauricular septal defect","P550.13","253366007","22","CPRD_AURUM"
"377498018","Dextraposition of aorta in Fallot's tetralogy","P520.12","253514004","44","CPRD_AURUM"
"377499014","Ventricular septal defect in Fallot's tetralogy","P520.11","253515003","510","CPRD_AURUM"
"377524013","Right ventricular outflow tract obstruction","P6y3100","253530007","388","CPRD_AURUM"
"377638013","Tubular hypoplasia of aorta","P722211","253614008","6","CPRD_AURUM"
"377639017","Anomalies of the aorta excluding coarction","P72..11","253615009","264","CPRD_AURUM"
"377724010","Preductal hypoplasia of aorta","P711.11","253674003","1","CPRD_AURUM"
"377727015","Postductal aortic stenosis","P712.13","253676001","16","CPRD_AURUM"
"377728013","Postductal interruption of aorta","P712.12","253677005","2","CPRD_AURUM"
"377731014","Postductal hypoplasia of aorta","P712.11","253680006","2","CPRD_AURUM"
"377798017","Congenital absence of pericardium","P6yy411","253732001","26","CPRD_AURUM"
"400802010","Right hypoplastic heart syndrome","P603.00","268180007","319","CPRD_AURUM"
"400803017","Pseudotruncus arteriosus","P603.11","268180007","7","CPRD_AURUM"
"405146019","Anomalous coronary artery communication","P6y4400","270510008","234","CPRD_AURUM"
