"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"M8192","Osteoporosis, unspecified","M81.92","","0","ICD10"
"M80","Osteoporosis with pathological fracture","M80","","0","ICD10"
"M800","Postmenopausal osteoporosis with pathological fracture","M80.0","","0","ICD10"
"M8000","Postmenopausal osteoporosis with pathological fracture","M80.00","","0","ICD10"
"M8001","Postmenopausal osteoporosis with pathological fracture","M80.01","","0","ICD10"
"M8002","Postmenopausal osteoporosis with pathological fracture","M80.02","","0","ICD10"
"M8003","Postmenopausal osteoporosis with pathological fracture","M80.03","","0","ICD10"
"M8004","Postmenopausal osteoporosis with pathological fracture","M80.04","","0","ICD10"
"M8005","Postmenopausal osteoporosis with pathological fracture","M80.05","","0","ICD10"
"M8006","Postmenopausal osteoporosis with pathological fracture","M80.06","","0","ICD10"
"M8007","Postmenopausal osteoporosis with pathological fracture","M80.07","","0","ICD10"
"M8008","Postmenopausal osteoporosis with pathological fracture","M80.08","","0","ICD10"
"M8009","Postmenopausal osteoporosis with pathological fracture","M80.09","","0","ICD10"
"M801","Postoophorectomy osteoporosis with pathological fracture","M80.1","","0","ICD10"
"M8010","Postoophorectomy osteoporosis with pathological fracture","M80.10","","0","ICD10"
"M8011","Postoophorectomy osteoporosis with pathological fracture","M80.11","","0","ICD10"
"M8012","Postoophorectomy osteoporosis with pathological fracture","M80.12","","0","ICD10"
"M8013","Postoophorectomy osteoporosis with pathological fracture","M80.13","","0","ICD10"
"M8014","Postoophorectomy osteoporosis with pathological fracture","M80.14","","0","ICD10"
"M8015","Postoophorectomy osteoporosis with pathological fracture","M80.15","","0","ICD10"
"M8016","Postoophorectomy osteoporosis with pathological fracture","M80.16","","0","ICD10"
"M8017","Postoophorectomy osteoporosis with pathological fracture","M80.17","","0","ICD10"
"M8018","Postoophorectomy osteoporosis with pathological fracture","M80.18","","0","ICD10"
"M8019","Postoophorectomy osteoporosis with pathological fracture","M80.19","","0","ICD10"
"M802","Osteoporosis of disuse with pathological fracture","M80.2","","0","ICD10"
"M8020","Osteoporosis of disuse with pathological fracture","M80.20","","0","ICD10"
"M8021","Osteoporosis of disuse with pathological fracture","M80.21","","0","ICD10"
"M8022","Osteoporosis of disuse with pathological fracture","M80.22","","0","ICD10"
"M8023","Osteoporosis of disuse with pathological fracture","M80.23","","0","ICD10"
"M8024","Osteoporosis of disuse with pathological fracture","M80.24","","0","ICD10"
"M8025","Osteoporosis of disuse with pathological fracture","M80.25","","0","ICD10"
"M8026","Osteoporosis of disuse with pathological fracture","M80.26","","0","ICD10"
"M8027","Osteoporosis of disuse with pathological fracture","M80.27","","0","ICD10"
"M8028","Osteoporosis of disuse with pathological fracture","M80.28","","0","ICD10"
"M8029","Osteoporosis of disuse with pathological fracture","M80.29","","0","ICD10"
"M803","Postsurgical malabsorption osteoporosis with pathological fracture","M80.3","","0","ICD10"
"M8030","Postsurgical malabsorption osteoporosis with pathological fracture","M80.30","","0","ICD10"
"M8031","Postsurgical malabsorption osteoporosis with pathological fracture","M80.31","","0","ICD10"
"M8032","Postsurgical malabsorption osteoporosis with pathological fracture","M80.32","","0","ICD10"
"M8033","Postsurgical malabsorption osteoporosis with pathological fracture","M80.33","","0","ICD10"
"M8034","Postsurgical malabsorption osteoporosis with pathological fracture","M80.34","","0","ICD10"
"M8035","Postsurgical malabsorption osteoporosis with pathological fracture","M80.35","","0","ICD10"
"M8036","Postsurgical malabsorption osteoporosis with pathological fracture","M80.36","","0","ICD10"
"M8037","Postsurgical malabsorption osteoporosis with pathological fracture","M80.37","","0","ICD10"
"M8038","Postsurgical malabsorption osteoporosis with pathological fracture","M80.38","","0","ICD10"
"M8039","Postsurgical malabsorption osteoporosis with pathological fracture","M80.39","","0","ICD10"
"M804","Drug-induced osteoporosis with pathological fracture","M80.4","","0","ICD10"
"M8040","Drug-induced osteoporosis with pathological fracture","M80.40","","0","ICD10"
"M8041","Drug-induced osteoporosis with pathological fracture","M80.41","","0","ICD10"
"M8042","Drug-induced osteoporosis with pathological fracture","M80.42","","0","ICD10"
"M8043","Drug-induced osteoporosis with pathological fracture","M80.43","","0","ICD10"
"M8044","Drug-induced osteoporosis with pathological fracture","M80.44","","0","ICD10"
"M8045","Drug-induced osteoporosis with pathological fracture","M80.45","","0","ICD10"
"M8046","Drug-induced osteoporosis with pathological fracture","M80.46","","0","ICD10"
"M8047","Drug-induced osteoporosis with pathological fracture","M80.47","","0","ICD10"
"M8048","Drug-induced osteoporosis with pathological fracture","M80.48","","0","ICD10"
"M8049","Drug-induced osteoporosis with pathological fracture","M80.49","","0","ICD10"
"M805","Idiopathic osteoporosis with pathological fracture","M80.5","","0","ICD10"
"M8050","Idiopathic osteoporosis with pathological fracture","M80.50","","0","ICD10"
"M8051","Idiopathic osteoporosis with pathological fracture","M80.51","","0","ICD10"
"M8052","Idiopathic osteoporosis with pathological fracture","M80.52","","0","ICD10"
"M8053","Idiopathic osteoporosis with pathological fracture","M80.53","","0","ICD10"
"M8054","Idiopathic osteoporosis with pathological fracture","M80.54","","0","ICD10"
"M8055","Idiopathic osteoporosis with pathological fracture","M80.55","","0","ICD10"
"M8056","Idiopathic osteoporosis with pathological fracture","M80.56","","0","ICD10"
"M8057","Idiopathic osteoporosis with pathological fracture","M80.57","","0","ICD10"
"M8058","Idiopathic osteoporosis with pathological fracture","M80.58","","0","ICD10"
"M8059","Idiopathic osteoporosis with pathological fracture","M80.59","","0","ICD10"
"M808","Other osteoporosis with pathological fracture","M80.8","","0","ICD10"
"M8080","Other osteoporosis with pathological fracture","M80.80","","0","ICD10"
"M8081","Other osteoporosis with pathological fracture","M80.81","","0","ICD10"
"M8082","Other osteoporosis with pathological fracture","M80.82","","0","ICD10"
"M8083","Other osteoporosis with pathological fracture","M80.83","","0","ICD10"
"M8084","Other osteoporosis with pathological fracture","M80.84","","0","ICD10"
"M8085","Other osteoporosis with pathological fracture","M80.85","","0","ICD10"
"M8086","Other osteoporosis with pathological fracture","M80.86","","0","ICD10"
"M8087","Other osteoporosis with pathological fracture","M80.87","","0","ICD10"
"M8088","Other osteoporosis with pathological fracture","M80.88","","0","ICD10"
"M8089","Other osteoporosis with pathological fracture","M80.89","","0","ICD10"
"M809","Unspecified osteoporosis with pathological fracture","M80.9","","0","ICD10"
"M8090","Unspecified osteoporosis with pathological fracture","M80.90","","0","ICD10"
"M8091","Unspecified osteoporosis with pathological fracture","M80.91","","0","ICD10"
"M8092","Unspecified osteoporosis with pathological fracture","M80.92","","0","ICD10"
