"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"B211","HIV disease resulting in Burkitt lymphoma","B21.1","","0","ICD10"
"B212","HIV disease resulting in other types of non-Hodgkin lymphoma","B21.2","","0","ICD10"
"B213","HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue","B21.3","","0","ICD10"
"C81","Hodgkin lymphoma","C81","","0","ICD10"
"C810","Nodular lymphocyte predominant Hodgkin lymphoma","C81.0","","0","ICD10"
"C811","Nodular sclerosis (classical) Hodgkin lymphoma","C81.1","","0","ICD10"
"C812","Mixed cellularity (classical) Hodgkin lymphoma","C81.2","","0","ICD10"
"C813","Lymphocyte depleted (classical) Hodgkin lymphoma","C81.3","","0","ICD10"
"C814","Lymphocyte-rich (classical) Hodgkin lymphoma","C81.4","","0","ICD10"
"C817","Other (classical) Hodgkin lymphoma","C81.7","","0","ICD10"
"C819","Hodgkin lymphoma, unspecified","C81.9","","0","ICD10"
"C82","Follicular lymphoma","C82","","0","ICD10"
"C820","Follicular lymphoma grade I","C82.0","","0","ICD10"
"C821","Follicular lymphoma grade II","C82.1","","0","ICD10"
"C822","Follicular lymphoma grade III, unspecified","C82.2","","0","ICD10"
"C823","Follicular lymphoma grade IIIa","C82.3","","0","ICD10"
"C824","Follicular lymphoma grade IIIb","C82.4","","0","ICD10"
"C825","Diffuse follicle centre lymphoma","C82.5","","0","ICD10"
"C826","Cutaneous follicle centre lymphoma","C82.6","","0","ICD10"
"C827","Other types of follicular lymphoma","C82.7","","0","ICD10"
"C829","Follicular lymphoma, unspecified","C82.9","","0","ICD10"
"C83","Non-follicular lymphoma","C83","","0","ICD10"
"C830","Small cell B-cell lymphoma","C83.0","","0","ICD10"
"C831","Mantle cell lymphoma","C83.1","","0","ICD10"
"C833","Diffuse large B-cell lymphoma","C83.3","","0","ICD10"
"C835","Lymphoblastic (diffuse) lymphoma","C83.5","","0","ICD10"
"C837","Burkitt lymphoma","C83.7","","0","ICD10"
"C838","Other non-follicular lymphoma","C83.8","","0","ICD10"
"C839","Non-follicular (diffuse) lymphoma, unspecified","C83.9","","0","ICD10"
"C84","Mature T/NK-cell lymphomas","C84","","0","ICD10"
"C840","Mycosis fungoides","C84.0","","0","ICD10"
"C841","Sézary disease","C84.1","","0","ICD10"
"C844","Peripheral T-cell lymphoma, not elsewhere classified","C84.4","","0","ICD10"
"C845","Other mature T/NK-cell lymphomas","C84.5","","0","ICD10"
"C846","Anaplastic large cell lymphoma, ALK-positive","C84.6","","0","ICD10"
"C847","Anaplastic large cell lymphoma, ALK-negative","C84.7","","0","ICD10"
"C848","Cutaneous T-cell lymphoma, unspecified","C84.8","","0","ICD10"
"C849","Mature T/NK-cell lymphoma, unspecified","C84.9","","0","ICD10"
"C85","Other and unspecified types of non-Hodgkin lymphoma","C85","","0","ICD10"
"C851","B-cell lymphoma, unspecified","C85.1","","0","ICD10"
"C852","Mediastinal (thymic) large B-cell lymphoma","C85.2","","0","ICD10"
"C857","Other specified types of non-Hodgkin lymphoma","C85.7","","0","ICD10"
"C859","Non-Hodgkin lymphoma, unspecified","C85.9","","0","ICD10"
"C86","Other specified types of T/NK-cell lymphoma","C86","","0","ICD10"
"C860","Extranodal NK/T-cell lymphoma, nasal type","C86.0","","0","ICD10"
"C861","Hepatosplenic T-cell lymphoma","C86.1","","0","ICD10"
"C862","Enteropathy-type (intestinal) T-cell lymphoma","C86.2","","0","ICD10"
"C863","Subcutaneous panniculitis-like T-cell lymphoma","C86.3","","0","ICD10"
"C864","Blastic NK-cell lymphoma","C86.4","","0","ICD10"
"C865","Angioimmunoblastic T-cell lymphoma","C86.5","","0","ICD10"
"C866","Primary cutaneous CD30-positive T-cell proliferations","C86.6","","0","ICD10"
"C88","Malignant immunoproliferative diseases","C88","","0","ICD10"
"C880","Waldenström macroglobulinaemia","C88.0","","0","ICD10"
"C882","Other heavy chain disease","C88.2","","0","ICD10"
"C883","Immunoproliferative small intestinal disease","C88.3","","0","ICD10"
"C884","Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma]","C88.4","","0","ICD10"
"C887","Other malignant immunoproliferative diseases","C88.7","","0","ICD10"
"C889","Malignant immunoproliferative disease, unspecified","C88.9","","0","ICD10"
"C915","Adult T-cell lymphoma/leukaemia [HTLV-1-associated]","C91.5","","0","ICD10"
"C96","Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue","C96","","0","ICD10"
"C960","Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease]","C96.0","","0","ICD10"
"C962","Malignant mast cell tumour","C96.2","","0","ICD10"
"C964","Sarcoma of dendritic cells (accessory cells)","C96.4","","0","ICD10"
"C965","Multifocal and unisystemic Langerhans-cell histiocytosis","C96.5","","0","ICD10"
"C966","Unifocal Langerhans-cell histiocytosis","C96.6","","0","ICD10"
"C967","Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue","C96.7","","0","ICD10"
"C968","Histiocytic sarcoma","C96.8","","0","ICD10"
"C969","Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified","C96.9","","0","ICD10"
"M312","Lethal midline granuloma","M31.2","","0","ICD10"
