"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","DATABASE"
"51671015","Flashbacks","1S1..00","30871003","CPRD_AURUM"
"2548473014","Long duration flashbacks","1S11.00","416073003","CPRD_AURUM"
"909701000006113","[RFC] Post traumatic stress disorder","","909701000006109","CPRD_AURUM"
"1820311000006117","PCL-C - Repeated, disturbing memories, thoughts or images of a stressful experience from the past: A little bit","","1820311000006101","CPRD_AURUM"
"1820321000006113","PCL-C - Repeated, disturbing memories, thoughts or images of a stressful experience from the past: Moderately","","1820321000006109","CPRD_AURUM"
"1820341000006118","PCL-C - Repeated, disturbing memories, thoughts or images of a stressful experience from the past: Quite a bit","","1820341000006102","CPRD_AURUM"
"1820401000006112","PCL-C - Repeated disturbing dreams of a stressful experience from the past: A little bit","","1820401000006108","CPRD_AURUM"
"1820411000006110","PCL-C - Repeated disturbing dreams of a stressful experience from the past: Moderately","","1820411000006106","CPRD_AURUM"
"1820431000006116","PCL-C - Repeated disturbing dreams of a stressful experience from the past: Extremely","","1820431000006100","CPRD_AURUM"
"1820441000006114","PCL-C - Suddenly acting or feeling as if a stressful experience from the past were happening again (as if reliving it): A little bit","","1820441000006105","CPRD_AURUM"
"1820501000006113","PCL-C - Feeling very upset when something reminded you of a stressful experience from the past: A little bit","","1820501000006109","CPRD_AURUM"
"1820531000006117","PCL-C - Feeling very upset when something reminded you of a stressful experience from the past: Extremely","","1820531000006101","CPRD_AURUM"
"1820561000006114","PCL-C - Having a physical reaction when something reminded you of a stressful experience from the past: Moderately","","1820561000006105","CPRD_AURUM"
"1820571000006119","PCL-C - Having a physical reaction when something reminded you of a stressful experience from the past: Quite a bit","","1820571000006103","CPRD_AURUM"
"1820581000006116","PCL-C - Having a physical reaction when something reminded you of a stressful experience from the past: Extremely","","1820581000006100","CPRD_AURUM"
"1820601000006114","PCL-C - Avoiding thinking about or talking about a stressful experience from the past or avoiding having feelings related to it: A little bit","","1820601000006105","CPRD_AURUM"
"1820641000006111","PCL-C - Avoiding thinking about or talking about a stressful experience from the past or avoiding having feelings related to it: Extremely","","1820641000006107","CPRD_AURUM"
"1820671000006115","PCL-C - Avoiding activities or situations because they reminded you of a stressful experience from the past: A little bit","","1820671000006104","CPRD_AURUM"
"1820681000006117","PCL-C - Avoiding activities or situations because they reminded you of a stressful experience from the past: Moderately","","1820681000006101","CPRD_AURUM"
"1820701000006119","PCL-C - Avoiding activities or situations because they reminded you of a stressful experience from the past: Extremely","","1820701000006103","CPRD_AURUM"
"1820721000006112","PCL-C - Trouble remembering important parts of a stressful experience from the past: A little bit","","1820721000006108","CPRD_AURUM"
"1820731000006110","PCL-C - Trouble remembering important parts of a stressful experience from the past: Moderately","","1820731000006106","CPRD_AURUM"
"1820751000006115","PCL-C - Trouble remembering important parts of a stressful experience from the past: Extremely","","1820751000006104","CPRD_AURUM"
"1949511000006113","Phased intervention programme for complex PTSD","","1949511000006109","CPRD_AURUM"
"1949521000006117","Phased intervention programme for complex PTSD - phase 1","","1949521000006101","CPRD_AURUM"
"1949541000006112","Phased intervention programme for complex PTSD - phase 3","","1949541000006108","CPRD_AURUM"
"459711000006119","Acute posttrauma stress state","E283100","192042008","CPRD_AURUM"
"3268081000006115","PTSD - Post-traumatic stress disorder","","47505003","CPRD_AURUM"
"3268061000006113","Posttraumatic stress disorder","","47505003","CPRD_AURUM"
"3268071000006118","Traumatic neurosis","","47505003","CPRD_AURUM"
"1820371000006114","PCL-C - Repeated, disturbing memories, thoughts or images of a stressful experience from the past: Extremely","","1820371000006105","CPRD_AURUM"
"1820421000006119","PCL-C - Repeated disturbing dreams of a stressful experience from the past: Quite a bit","","1820421000006103","CPRD_AURUM"
