"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"43C3.11","HIV positive","43C3.11",,"8131","IMRD"
"43j7.00","HIV 1 nucleic acid detection","43j7.00",,"67","IMRD"
"4J3P.00","Human immunodeficiency virus type 1 subtype identification","4J3P.00",,"3","IMRD"
"65QA.00","AIDS carrier","65QA.00",,"223","IMRD"
"A788.00","Acquired immune deficiency syndrome","A788.00",,"1317","IMRD"
"A788.11","Human immunodeficiency virus infection","A788.11",,"3634","IMRD"
"A788000","Acute human immunodeficiency virus infection","A788000",,"138","IMRD"
"A788100","Asymptomatic human immunodeficiency virus infection","A788100",,"270","IMRD"
"A788200","HIV infection with persistent generalised lymphadenopathy","A788200",,"12","IMRD"
"A788300","Human immunodeficiency virus with constitutional disease","A788300",,"5","IMRD"
"A788400","Human immunodeficiency virus with neurological disease","A788400",,"6","IMRD"
"A788500","Human immunodeficiency virus with secondary infection","A788500",,"10","IMRD"
"A788600","Human immunodeficiency virus with secondary cancers","A788600",,"3","IMRD"
"A788U00","HIV disease result/haematological+immunologic abnorms,NEC","A788U00",,"4","IMRD"
"A788V00","HIV disease resulting in multiple diseases CE","A788V00",,"2","IMRD"
"A788W00","HIV disease resulting in unspecified malignant neoplasm","A788W00",,"12","IMRD"
"A788X00","HIV disease resulting/unspcf infectious+parasitic disease","A788X00",,"3","IMRD"
"A788y00","Human immunodeficiency virus with other clinical findings","A788y00",,"21","IMRD"
"A788z00","Acquired human immunodeficiency virus infection syndrome NOS","A788z00",,"237","IMRD"
"A789.00","Human immunodef virus resulting in other disease","A789.00",,"132","IMRD"
"A789000","HIV disease resulting in mycobacterial infection","A789000",,"40","IMRD"
"A789100","HIV disease resulting in cytomegaloviral disease","A789100",,"11","IMRD"
"A789200","HIV disease resulting in candidiasis","A789200",,"48","IMRD"
"A789300","HIV disease resulting in Pneumocystis carinii pneumonia","A789300",,"296","IMRD"
"A789311","HIV disease resulting in Pneumocystis jirovecii pneumonia","A789311",,"12","IMRD"
"A789400","HIV disease resulting in multiple infections","A789400",,"17","IMRD"
"A789500","HIV disease resulting in Kaposi's sarcoma","A789500",,"55","IMRD"
"A789511","HIV disease resulting in Kaposi sarcoma","A789511",,"15","IMRD"
"A789600","HIV disease resulting in Burkitt's lymphoma","A789600",,"14","IMRD"
"A789611","HIV disease resulting in Burkitt lymphoma","A789611",,"2","IMRD"
"A789700","HIV dis resulting oth types of non-Hodgkin's lymphoma","A789700",,"12","IMRD"
"A789711","HIV disease resulting in other types of non-Hodgkin lymphoma","A789711",,"1","IMRD"
"A789800","HIV disease resulting in multiple malignant neoplasms","A789800",,"3","IMRD"
"A789900","HIV disease resulting in lymphoid interstitial pneumonitis","A789900",,"19","IMRD"
"A789A00","HIV disease resulting in wasting syndrome","A789A00",,"10","IMRD"
"A789X00","HIV dis reslt/oth mal neopl/lymph,h'matopoetc+reltd tissu","A789X00",,"5","IMRD"
"AyuC.00","[X]Human immunodeficiency virus disease","AyuC.00",,"115","IMRD"
"AyuC000","[X]HIV disease resulting in other bacterial infections","AyuC000",,"1","IMRD"
"AyuC100","[X]HIV disease resulting in other viral infections","AyuC100",,"4","IMRD"
"AyuC200","[X]HIV disease resulting in other mycoses","AyuC200",,"1","IMRD"
"AyuC300","[X]HIV disease resulting in multiple infections","AyuC300",,"3","IMRD"
"AyuC400","[X]HIV disease resulting/other infectious+parasitic diseases","AyuC400",,"8","IMRD"
"AyuC500","[X]HIV disease resulting/unspcf infectious+parasitic disease","AyuC500",,"2","IMRD"
"AyuC600","[X]HIV disease resulting in other non-Hodgkin's lymphoma","AyuC600",,"6","IMRD"
"AyuC611","[X]HIV disease resulting in other non-Hodgkin lymphoma","AyuC611",,"1","IMRD"
"AyuC700","[X]HIV dis reslt/oth mal neopl/lymph,h'matopoetc+reltd tissu","AyuC700",,"1","IMRD"
"AyuC800","[X]HIV disease resulting in other malignant neoplasms","AyuC800",,"1","IMRD"
"AyuC900","[X]HIV disease resulting in unspecified malignant neoplasm","AyuC900",,"1","IMRD"
"AyuCA00","[X]HIV disease resulting in multiple diseases CE","AyuCA00",,"1","IMRD"
"AyuCB00","[X]HIV disease result/haematological+immunologic abnorms,NEC","AyuCB00",,"1","IMRD"
"AyuCC00","[X]HIV disease resulting in other specified conditions","AyuCC00",,"3","IMRD"
"AyuCD00","[X]Unspecified human immunodeficiency virus [HIV] disease","AyuCD00",,"17","IMRD"
"Eu02400","[X]Dementia in human immunodef virus [HIV] disease","Eu02400",,"31","IMRD"
"L179.00","HIV disease complicating pregnancy childbirth puerperium","L179.00",,"5","IMRD"
"R109.00","[D]Laboratory evidence of human immunodefiency virus [HIV]","R109.00",,"276","IMRD"
"ZV01A00","[V]Asymptomatic human immunodeficency virus infection status","ZV01A00",,"187","IMRD"
