"DRUG_CODE_ID","DESCRIPTION","BNF1","BNF2","BNF3","ATC","FREQUENCY","DATABASE"
"2065","Paracetamol 500mg tablets",,,,"N02BE01","11879455","CEGEDIM"
"2066","Paracetamol 500mg tablets (A A H Pharmaceuticals Ltd)",,,,"N02BE01","10699","CEGEDIM"
"2067","Paracetamol 500mg tablets (A A H Pharmaceuticals Ltd) 50 tablet5 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"2084","Paracetamol 500mg tablets (A A H Pharmaceuticals Ltd) 100 tablet10 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"2090","Paracetamol 500mg tablets (A A H Pharmaceuticals Ltd) 16 tablet2 x 8 tablets",,,,"N02BE01","0","CEGEDIM"
"2091","Paracetamol 500mg tablets (A A H Pharmaceuticals Ltd) 32 tablet",,,,"N02BE01","0","CEGEDIM"
"2094","Paracetamol 500mg tablets (A A H Pharmaceuticals Ltd) 30 tablet3 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"2098","Paracetamol 500mg caplets (A A H Pharmaceuticals Ltd)",,,,"N02BE01","90499","CEGEDIM"
"2099","Paracetamol 500mg caplets (A A H Pharmaceuticals Ltd) 32 tablet",,,,"N02BE01","0","CEGEDIM"
"2134","Paracetamol 500mg tablets (Actavis UK Ltd)",,,,"N02BE01","4330","CEGEDIM"
"2135","Paracetamol 500mg tablets (Actavis UK Ltd) 100 tablet10 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"2159","Paracetamol 500mg tablets (Actavis UK Ltd) 30 tablet3 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"2187","Paracetamol 500mg tablets (Teva UK Ltd)",,,,"N02BE01","19","CEGEDIM"
"2188","Paracetamol 500mg tablets (Teva UK Ltd) 100 tablet10 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"2189","Paracetamol 500mg tablets (Teva UK Ltd) 32 tablet4 x 8 tablets",,,,"N02BE01","0","CEGEDIM"
"2190","Paracetamol 500mg tablets (The Boots Company Plc)",,,,"N02BE01","0","CEGEDIM"
"2191","Paracetamol 500mg tablets (The Boots Company Plc) 1000 tablet",,,,"N02BE01","0","CEGEDIM"
"2195","Hedex 500mg tablets (Omega Pharma Ltd)",,,,"N02BE01","3","CEGEDIM"
"2196","Hedex 500mg tablets (Omega Pharma Ltd) 32 tablet",,,,"N02BE01","0","CEGEDIM"
"2197","Hedex 500mg tablets (Omega Pharma Ltd) 16 tablet",,,,"N02BE01","0","CEGEDIM"
"2198","Paracetamol 500mg tablets (IVAX Pharmaceuticals UK Ltd)",,,,"N02BE01","186","CEGEDIM"
"2199","Paracetamol 500mg tablets (IVAX Pharmaceuticals UK Ltd) 32 tablet4 x 8 tablets",,,,"N02BE01","0","CEGEDIM"
"2200","Paracetamol 500mg caplets (IVAX Pharmaceuticals UK Ltd)",,,,"N02BE01","7616","CEGEDIM"
"2201","Paracetamol 500mg caplets (IVAX Pharmaceuticals UK Ltd) 100 tablet",,,,"N02BE01","0","CEGEDIM"
"2202","Paracetamol 500mg tablets (Kent Pharmaceuticals Ltd)",,,,"N02BE01","585","CEGEDIM"
"2203","Paracetamol 500mg tablets (Kent Pharmaceuticals Ltd) 1000 tablet",,,,"N02BE01","0","CEGEDIM"
"2204","Paracetamol 500mg tablets (Kent Pharmaceuticals Ltd) 100 tablet10 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"2205","Paracetamol 500mg tablets (Kent Pharmaceuticals Ltd) 16 tablet",,,,"N02BE01","0","CEGEDIM"
"2206","Paracetamol 500mg caplets (Kent Pharmaceuticals Ltd)",,,,"N02BE01","3312","CEGEDIM"
"2207","Paracetamol 500mg caplets (Kent Pharmaceuticals Ltd) 32 tablet",,,,"N02BE01","0","CEGEDIM"
"2208","Paracetamol 500mg caplets (Kent Pharmaceuticals Ltd) 16 tablet",,,,"N02BE01","0","CEGEDIM"
"2209","Mandanol 500mg caplets (M & A Pharmachem Ltd)",,,,"N02BE01","256","CEGEDIM"
"2210","Mandanol 500mg caplets (M & A Pharmachem Ltd) 16 tablet",,,,"N02BE01","0","CEGEDIM"
"2211","Mandanol 500mg caplets (M & A Pharmachem Ltd) 32 tablet4 x 8 tablets",,,,"N02BE01","0","CEGEDIM"
"2212","Mandanol 500mg tablets (M & A Pharmachem Ltd)",,,,"N02BE01","87","CEGEDIM"
"2213","Mandanol 500mg tablets (M & A Pharmachem Ltd) 16 tablet2 x 8 tablets",,,,"N02BE01","0","CEGEDIM"
"2214","Mandanol 500mg tablets (M & A Pharmachem Ltd) 32 tablet4 x 8 tablets",,,,"N02BE01","0","CEGEDIM"
"2215","Mandanol 500mg tablets (M & A Pharmachem Ltd) 100 tablet10 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"2216","Panadol 500mg tablets (GlaxoSmithKline Consumer Healthcare)",,,,"N02BE01","364","CEGEDIM"
"2217","Panadol 500mg tablets (GlaxoSmithKline Consumer Healthcare) 12 tablet",,,,"N02BE01","0","CEGEDIM"
"2218","Panadol 500mg tablets (GlaxoSmithKline Consumer Healthcare) 16 tablet2 x 8 tablets",,,,"N02BE01","0","CEGEDIM"
"2219","Panadol 500mg tablets (GlaxoSmithKline Consumer Healthcare) 32 tablet4 x 8 tablets",,,,"N02BE01","0","CEGEDIM"
"2220","Paracetamol 500mg tablets (Zentiva)",,,,"N02BE01","7356","CEGEDIM"
"2221","Paracetamol 500mg tablets (Zentiva) 50 tablet5 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"2222","Paracetamol 500mg tablets (Zentiva) 100 tablet10 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"2223","Paracetamol 500mg tablets (Zentiva) 16 tablet",,,,"N02BE01","0","CEGEDIM"
"2231","Paracetamol 500mg caplets (Zentiva)",,,,"N02BE01","11265","CEGEDIM"
"2232","Paracetamol 500mg caplets (Zentiva) 32 tablet4 x 8 tablets",,,,"N02BE01","0","CEGEDIM"
"2238","Paracetamol 500mg tablets (Alliance Healthcare (Distribution) Ltd)",,,,"N02BE01","1","CEGEDIM"
"2239","Paracetamol 500mg tablets (Alliance Healthcare (Distribution) Ltd) 100 tablet",,,,"N02BE01","0","CEGEDIM"
"2240","Paracetamol 500mg tablets (Alliance Healthcare (Distribution) Ltd) 1000 tablet",,,,"N02BE01","0","CEGEDIM"
"2241","Paracetamol 500mg tablets (Alliance Healthcare (Distribution) Ltd) 5000 tablet",,,,"N02BE01","0","CEGEDIM"
"2242","Paracetamol 500mg tablets (Alliance Healthcare (Distribution) Ltd) 32 tablet",,,,"N02BE01","0","CEGEDIM"
"2246","Paracetamol 500mg tablets (Alliance Healthcare (Distribution) Ltd) 16 tablet",,,,"N02BE01","0","CEGEDIM"
"2247","Paracetamol 500mg caplets (Alliance Healthcare (Distribution) Ltd)",,,,"N02BE01","3980","CEGEDIM"
"2248","Paracetamol 500mg caplets (Alliance Healthcare (Distribution) Ltd) 32 tablet",,,,"N02BE01","0","CEGEDIM"
"2249","Anadin Paracetamol 500mg tablets (Pfizer Consumer Healthcare Ltd)",,,,"N02BE01","25","CEGEDIM"
"2250","Anadin Paracetamol 500mg tablets (Pfizer Consumer Healthcare Ltd) 8 tablet",,,,"N02BE01","0","CEGEDIM"
"2251","Anadin Paracetamol 500mg tablets (Pfizer Consumer Healthcare Ltd) 16 tablet",,,,"N02BE01","0","CEGEDIM"
"2252","Anadin Paracetamol 500mg tablets (Pfizer Consumer Healthcare Ltd) 32 tablet",,,,"N02BE01","0","CEGEDIM"
"5552","Paracetamol 500mg tablets (Actavis UK Ltd) 100 tablet",,,,"N02BE01","0","CEGEDIM"
"5587","Paracetamol 500mg tablets (Aspar Pharmaceuticals Ltd)",,,,"N02BE01","112","CEGEDIM"
"5588","Paracetamol 500mg tablets (Aspar Pharmaceuticals Ltd) 100 tablet",,,,"N02BE01","0","CEGEDIM"
"5589","Paracetamol 500mg tablets (Aspar Pharmaceuticals Ltd) 32 tablet",,,,"N02BE01","0","CEGEDIM"
"5590","Paracetamol 500mg tablets (Aspar Pharmaceuticals Ltd) 32 tablet4 x 8 tablets",,,,"N02BE01","0","CEGEDIM"
"5626","Miradol 500mg tablets (Durbin Plc)",,,,"N02BE01","0","CEGEDIM"
"5627","Miradol 500mg tablets (Durbin Plc) 24 tablet",,,,"N02BE01","0","CEGEDIM"
"5628","Miradol 500mg tablets (Durbin Plc) 48 tablet",,,,"N02BE01","0","CEGEDIM"
"5629","Miradol 500mg tablets (Durbin Plc) 96 tablet",,,,"N02BE01","0","CEGEDIM"
"5632","Paracetamol 500mg caplets (Kent Pharmaceuticals Ltd) 32 tablet4 x 8 tablets",,,,"N02BE01","0","CEGEDIM"
"5649","Paracetamol 500mg tablets (Vantage)",,,,"N02BE01","65","CEGEDIM"
"5650","Paracetamol 500mg tablets (Vantage) 32 tablet",,,,"N02BE01","0","CEGEDIM"
"9797","Paracetamol 500mg soluble tablets",,,,"N02BE01","903806","CEGEDIM"
"9798","Paracetamol 500mg soluble tablets (A A H Pharmaceuticals Ltd)",,,,"N02BE01","27","CEGEDIM"
"9799","Paracetamol 500mg soluble tablets (A A H Pharmaceuticals Ltd) 24 tablet4 x 6 tablets",,,,"N02BE01","0","CEGEDIM"
"9803","Paracetamol 500mg soluble tablets (A A H Pharmaceuticals Ltd) 60 tablet",,,,"N02BE01","0","CEGEDIM"
"9806","Paracetamol 500mg soluble tablets (A A H Pharmaceuticals Ltd) 100 tablet10 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"9807","Paracetamol 500mg soluble tablets (Kent Pharmaceuticals Ltd)",,,,"N02BE01","121","CEGEDIM"
"9808","Paracetamol 500mg soluble tablets (Kent Pharmaceuticals Ltd) 60 tablet",,,,"N02BE01","0","CEGEDIM"
"9809","Paracetamol 500mg soluble tablets (Kent Pharmaceuticals Ltd) 100 tablet10 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"9812","Paracetamol 500mg soluble tablets (Kent Pharmaceuticals Ltd) 100 tablet5 x 20 tablets",,,,"N02BE01","0","CEGEDIM"
"9814","Paracetamol 250mg/5ml oral suspension sugar free",,,,"N02BE01","238369","CEGEDIM"
"9815","Paracetamol 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)",,,,"N02BE01","261","CEGEDIM"
"9816","Paracetamol 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd) 100 ml",,,,"N02BE01","0","CEGEDIM"
"9819","Paracetamol 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd) 200 ml",,,,"N02BE01","0","CEGEDIM"
"9820","Paracetamol 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd) 500 ml",,,,"N02BE01","0","CEGEDIM"
"9823","Panadol ActiFast Soluble tablets (GlaxoSmithKline Consumer Healthcare)",,,,"N02BE01","61","CEGEDIM"
"9824","Panadol ActiFast Soluble tablets (GlaxoSmithKline Consumer Healthcare) 12 tablet",,,,"N02BE01","0","CEGEDIM"
"9825","Panadol ActiFast Soluble tablets (GlaxoSmithKline Consumer Healthcare) 24 tablet",,,,"N02BE01","0","CEGEDIM"
"9826","Paracetamol 250mg/5ml oral suspension sugar free (Vantage)",,,,"N02BE01","9","CEGEDIM"
"9827","Paracetamol 250mg/5ml oral suspension sugar free (Vantage) 200 ml",,,,"N02BE01","0","CEGEDIM"
"9832","Paracetamol 500mg soluble tablets (Zentiva)",,,,"N02BE01","2042","CEGEDIM"
"9833","Paracetamol 500mg soluble tablets (Zentiva) 24 tablet6 x 4 tablets",,,,"N02BE01","0","CEGEDIM"
"9837","Paracetamol 250mg/5ml oral suspension sugar free (Approved Prescription Services Ltd)",,,,"N02BE01","0","CEGEDIM"
"9838","Paracetamol 250mg/5ml oral suspension sugar free (Approved Prescription Services Ltd) 100 ml",,,,"N02BE01","0","CEGEDIM"
"9839","Paracetamol 500mg soluble tablets (Zentiva) 60 tablet15 x 4 tablets",,,,"N02BE01","0","CEGEDIM"
"9840","Paracetamol 500mg soluble tablets (Zentiva) 100 tablet",,,,"N02BE01","0","CEGEDIM"
"9841","Paracetamol 250mg/5ml oral suspension sugar free (The Boots Company Plc)",,,,"N02BE01","1","CEGEDIM"
"9842","Paracetamol 250mg/5ml oral suspension sugar free (The Boots Company Plc) 500 ml",,,,"N02BE01","0","CEGEDIM"
"9843","Paracetamol 500mg soluble tablets (Alliance Healthcare (Distribution) Ltd)",,,,"N02BE01","1","CEGEDIM"
"9844","Paracetamol 500mg soluble tablets (Alliance Healthcare (Distribution) Ltd) 60 tablet",,,,"N02BE01","0","CEGEDIM"
"9849","Paracetamol 250mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)",,,,"N02BE01","3","CEGEDIM"
"9850","Paracetamol 250mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd) 100 ml",,,,"N02BE01","0","CEGEDIM"
"9851","Paracetamol 250mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd) 1000 ml",,,,"N02BE01","0","CEGEDIM"
"9852","Paracetamol 500mg soluble tablets (Alliance Healthcare (Distribution) Ltd) 100 tablet10 x 10 tablets",,,,"N02BE01","0","CEGEDIM"
"9883","Paracetamol 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)",,,,"N02BE01","4990","CEGEDIM"
"9884","Paracetamol 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd) 200 ml",,,,"N02BE01","0","CEGEDIM"
"9888","Paracetamol 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd) 500 ml",,,,"N02BE01","0","CEGEDIM"
"9937","Calpol Six Plus 250mg/5ml oral suspension sugar free (McNeil Products Ltd)",,,,"N02BE01","1400","CEGEDIM"
"9938","Calpol Six Plus 250mg/5ml oral suspension sugar free (McNeil Products Ltd) 100 ml",,,,"N02BE01","0","CEGEDIM"
"9983","Medinol Over 6 paracetamol 250mg/5ml oral suspension (SSL International Plc)",,,,"N02BE01","74","CEGEDIM"
"9984","Medinol Over 6 paracetamol 250mg/5ml oral suspension (SSL International Plc) 100 ml",,,,"N02BE01","0","CEGEDIM"
"9999","Medinol Over 6 paracetamol 250mg/5ml oral suspension (SSL International Plc) 200 ml",,,,"N02BE01","0","CEGEDIM"
"10076","Paracetamol 120mg/5ml oral suspension paediatric sugar free",,,,"N02BE01","217860","CEGEDIM"
"10077","Paracetamol 120mg/5ml oral suspension paediatric sugar free (A A H Pharmaceuticals Ltd)",,,,"N02BE01","55","CEGEDIM"
"10078","Paracetamol 120mg/5ml oral suspension paediatric sugar free (A A H Pharmaceuticals Ltd) 200 ml",,,,"N02BE01","0","CEGEDIM"
"10079","Paracetamol 120mg/5ml oral suspension paediatric sugar free (A A H Pharmaceuticals Ltd) 100 ml",,,,"N02BE01","0","CEGEDIM"
"10080","Paracetamol 120mg/5ml oral suspension paediatric sugar free (Vantage)",,,,"N02BE01","54","CEGEDIM"
"10081","Paracetamol 120mg/5ml oral suspension paediatric sugar free (Vantage) 200 ml",,,,"N02BE01","0","CEGEDIM"
