"DRUG_CODE_ID","DESCRIPTION","BNF1","BNF2","BNF3","ATC","FREQUENCY","DATABASE"
"1030241000033114","Panadol Elixir 120mg/5 ml    ",,,,,"334","CPRD_AURUM"
"1037541000033112","Paracetamol Mixture 250 mg/5 ml    ",,,,,"0","CPRD_AURUM"
"1039641000033117","Paldesic Syrup 120mg/5 ml    ",,,,,"35","CPRD_AURUM"
"1042341000033119","Panadol Soluble Tablets 500 mg    ",,,,,"916","CPRD_AURUM"
"2827841000033113","Paracetamol Suppositories 600 mg    ",,,,,"0","CPRD_AURUM"
"2827641000033112","Paracetamol Suppositories 150 mg    ",,,,,"25","CPRD_AURUM"
"2828141000033115","Paracetamol Suppositories 300 mg    ",,,,,"0","CPRD_AURUM"
"5151441000033110","Panadol Sinus Caplets    ",,,,,"0","CPRD_AURUM"
"196441000033112","Calpol Paediatric Suspension 120 mg/5 ml    ",,,,,"363326","CPRD_AURUM"
"1038841000033110","Paracetamol Sugar free mixture 250 mg/5 ml    ",,,,,"0","CPRD_AURUM"
"1039841000033116","Paracetamol Syrup 120 mg/5 ml    ",,,,,"0","CPRD_AURUM"
"2269341000033112","Paracetamol Oral Suspension (Sugar-Free) 250 mg/5 ml    ",,,,,"0","CPRD_AURUM"
"2850241000033112","Paracetamol Oral Suspension (Christies Formula) 500 mg/5 ml    ",,,,,"4957","CPRD_AURUM"
"1039141000033110","Paracetamol Suspension 120 mg/5 ml    ",,,,,"2","CPRD_AURUM"
"2711441000033111","Paracetamol Caplets 500 mg    ",,,,,"3954317","CPRD_AURUM"
"8028141000033112","Panadol Elixir 240 mg/5 ml    ",,,,,"0","CPRD_AURUM"
"1030341000033116","Paracetamol Sugar free elixir 120 mg/5 ml    ",,,,,"691945","CPRD_AURUM"
"5151541000033111","Panadol Actifast Caplets    ",,,,,"18","CPRD_AURUM"
"2828541000033112","Paracetamol Suppositories 200 mg    ",,,,,"0","CPRD_AURUM"
"2827741000033115","Paracetamol Suppositories 350 mg    ",,,,,"0","CPRD_AURUM"
"2828441000033111","Paracetamol Suppositories 100 mg    ",,,,,"64","CPRD_AURUM"
"5132641000033118","Panadol Extend Tablets    ",,,,,"0","CPRD_AURUM"
"1040441000033114","Paracetamol 500mg tablets Tablet Oral Paracetamol 500.000mg","4070100",,,,"74623114","CPRD_AURUM"
"9808341000033117","Mandanol 500mg caplets (M & A Pharmachem Ltd) Tablet Oral Paracetamol 500.000mg","4070100",,,,"751","CPRD_AURUM"
"1040341000033115","Panadol 500mg tablets (GlaxoSmithKline Consumer Healthcare) Tablet Oral Paracetamol 500.000mg","4070100",,,,"1065","CPRD_AURUM"
"4417841000033119","Mandanol 500mg tablets (M & A Pharmachem Ltd) Tablet Oral Paracetamol 500.000mg","4070100",,,,"2116","CPRD_AURUM"
"11717041000033113","Paravict 500mg tablets (Ecogen Europe Ltd) Tablet Oral Paracetamol 500.000mg",,,,,"8933","CPRD_AURUM"
"5896641000033116","Panadol ActiFast Soluble tablets (GlaxoSmithKline Consumer Healthcare)  Effervescent tablet Oral Paracetamol 500.000mg","4070100",,,,"1271","CPRD_AURUM"
"1038641000033114","Paracetamol 500mg soluble tablets  Effervescent tablet Oral Paracetamol 500.000mg","4070100",,,,"4478477","CPRD_AURUM"
"2190441000033110","Paracetamol 120mg/5ml oral solution paediatric Oral solution Oral Paracetamol 24.000mg/1.000ml",,,,,"312693","CPRD_AURUM"
"1811641000033110","Paracetamol 250mg/5ml oral suspension Oral suspension Oral Paracetamol 50.000mg/1.000ml","4070100",,,,"1482948","CPRD_AURUM"
"207441000033110","Calpol Six Plus 250mg/5ml oral suspension (McNeil Products Ltd) Oral suspension Oral Paracetamol 50.000mg/1.000ml","4070100",,,,"5929","CPRD_AURUM"
