"DRUG_CODE_ID","DESCRIPTION","BNF1","BNF2","BNF3","ATC","FREQUENCY","DATABASE"
"14527978","Paracetamol 1g effervescent tablets sugar free","00000000","00000000","00000000",,"304","IMRD"
"20228978","Paracetamol 500mg tablets","04070100","00000000","00000000","N02BE01","349","IMRD"
"21286978","Paracetamol 500mg effervescent tablets","04070100","00000000","00000000","N02BE01","7416","IMRD"
"30021978","Paracetamol 500mg tablets","04070100","00000000","00000000","N02BE01","37","IMRD"
"37645978","Paracetamol 120mg soluble tablets sugar free","00000000","00000000","00000000",,"1","IMRD"
"37724978","Paracetamol 120mg/5ml oral suspension paediatric sugar free","04070100","00000000","00000000","N02BE01","8","IMRD"
"42691978","Paracetamol 500mg tablets","04070100","00000000","00000000","N02BE01","44","IMRD"
"46092978","Paracetamol 500mg/5ml oral solution sugar free","04070100","00000000","00000000","N02BE01","1","IMRD"
"47264978","Paracetamol 500mg tablets","04070100","00000000","00000000","N02BE01","198","IMRD"
"51975978","Paracetamol 500mg tablets","04070100","00000000","00000000","N02BE01","597","IMRD"
"52131979","Paracetamol 500mg/5ml oral suspension sugar free","04070100","00000000","00000000","N02BE01","1","IMRD"
"52674979","Paracetamol 500mg capsules","04070100","00000000","00000000","N02BE01","1","IMRD"
"52678979","Paracetamol 500mg effervescent tablets","04070100","00000000","00000000","N02BE01","41","IMRD"
"52680979","Paracetamol 500mg tablets","04070100","00000000","00000000","N02BE01","437","IMRD"
"53314979","Paracetamol 500mg/5ml oral suspension sugar free","04070100","00000000","00000000","N02BE01","12409","IMRD"
"56163979","Paracetamol 120mg/5ml oral suspension paediatric sugar free","04070100","00000000","00000000","N02BE01","17","IMRD"
"61467979","Paracetamol 500mg capsules","04070100","00000000","00000000","N02BE01","1","IMRD"
"66542979","Paracetamol 250mg/5ml oral solution","04070100","00000000","00000000","N02BE01","1","IMRD"
"66543979","Paracetamol 250mg/5ml oral suspension sugar free","04070100","00000000","00000000","N02BE01","6673","IMRD"
"66545979","Paracetamol 1g/5ml oral suspension","00000000","00000000","00000000",,"5","IMRD"
"68657978","Paracetamol 120mg/5ml oral suspension paediatric sugar free","04070100","00000000","00000000","N02BE01","103","IMRD"
"70311978","Paracetamol 500mg tablets","04070100","00000000","00000000","N02BE01","820","IMRD"
"72726978","Paracetamol 500mg tablets","04070100","00000000","00000000","N02BE01","243","IMRD"
"73253978","Paracetamol 500mg tablets","04070100","00000000","00000000","N02BE01","690","IMRD"
"73293978","Paracetamol 80mg suppositories","00000000","00000000","00000000",,"79","IMRD"
