"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"7004100","Evacuation of haematoma from temporal lobe of brain","7004100",,"134","IMRD"
"7004200","Evacuation of haematoma from cerebellum","7004200",,"51","IMRD"
"7004300","Evacuation of intracerebral haematoma NEC","7004300",,"399","IMRD"
"7008200","Aspiration of haematoma of brain tissue","7008200",,"50","IMRD"
"G60..00","Subarachnoid haemorrhage","G60..00",,"35421","IMRD"
"G600.00","Ruptured berry aneurysm","G600.00",,"414","IMRD"
"G601.00","Subarachnoid haemorrhage from carotid siphon and bifurcation","G601.00",,"18","IMRD"
"G602.00","Subarachnoid haemorrhage from middle cerebral artery","G602.00",,"393","IMRD"
"G603.00","Subarachnoid haemorrhage from anterior communicating artery","G603.00",,"180","IMRD"
"G604.00","Subarachnoid haemorrhage from posterior communicating artery","G604.00",,"96","IMRD"
"G605.00","Subarachnoid haemorrhage from basilar artery","G605.00",,"71","IMRD"
"G606.00","Subarachnoid haemorrhage from vertebral artery","G606.00",,"12","IMRD"
"G60X.00","Subarachnoid haemorrh from intracranial artery, unspecif","G60X.00",,"268","IMRD"
"G60z.00","Subarachnoid haemorrhage NOS","G60z.00",,"1313","IMRD"
"G61..00","Intracerebral haemorrhage","G61..00",,"18729","IMRD"
"G61..11","CVA - cerebrovascular accid due to intracerebral haemorrhage","G61..11",,"14021","IMRD"
"G61..12","Stroke due to intracerebral haemorrhage","G61..12",,"2603","IMRD"
"G610.00","Cortical haemorrhage","G610.00",,"136","IMRD"
"G611.00","Internal capsule haemorrhage","G611.00",,"289","IMRD"
"G612.00","Basal nucleus haemorrhage","G612.00",,"185","IMRD"
"G613.00","Cerebellar haemorrhage","G613.00",,"1952","IMRD"
"G614.00","Pontine haemorrhage","G614.00",,"442","IMRD"
"G615.00","Bulbar haemorrhage","G615.00",,"20","IMRD"
"G616.00","External capsule haemorrhage","G616.00",,"43","IMRD"
"G617.00","Intracerebral haemorrhage, intraventricular","G617.00",,"884","IMRD"
"G618.00","Intracerebral haemorrhage, multiple localized","G618.00",,"37","IMRD"
"G619.00","Lobar cerebral haemorrhage","G619.00",,"180","IMRD"
"G61X.00","Intracerebral haemorrhage in hemisphere, unspecified","G61X.00",,"185","IMRD"
"G61X000","Left sided intracerebral haemorrhage, unspecified","G61X000",,"270","IMRD"
"G61X100","Right sided intracerebral haemorrhage, unspecified","G61X100",,"313","IMRD"
"G61z.00","Intracerebral haemorrhage NOS","G61z.00",,"1937","IMRD"
"G680.00","Sequelae of subarachnoid haemorrhage","G680.00",,"45","IMRD"
"G681.00","Sequelae of intracerebral haemorrhage","G681.00",,"37","IMRD"
"Gyu6000","[X]Subarachnoid haemorrhage from other intracranial arteries","Gyu6000",,"2","IMRD"
"Gyu6100","[X]Other subarachnoid haemorrhage","Gyu6100",,"10","IMRD"
"Gyu6200","[X]Other intracerebral haemorrhage","Gyu6200",,"51","IMRD"
"Gyu6E00","[X]Subarachnoid haemorrh from intracranial artery, unspecif","Gyu6E00",,"4","IMRD"
"Gyu6F00","[X]Intracerebral haemorrhage in hemisphere, unspecified","Gyu6F00",,"22","IMRD"
"Q200011","Intracerebral haemorrhage in fetus or newborn","Q200011",,"43","IMRD"
