"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"I60","Subarachnoid haemorrhage","I60","","0","ICD10"
"I600","Subarachnoid haemorrhage from carotid siphon and bifurcation","I60.0","","0","ICD10"
"I601","Subarachnoid haemorrhage from middle cerebral artery","I60.1","","0","ICD10"
"I602","Subarachnoid haemorrhage from anterior communicating artery","I60.2","","0","ICD10"
"I603","Subarachnoid haemorrhage from posterior communicating artery","I60.3","","0","ICD10"
"I604","Subarachnoid haemorrhage from basilar artery","I60.4","","0","ICD10"
"I605","Subarachnoid haemorrhage from vertebral artery","I60.5","","0","ICD10"
"I606","Subarachnoid haemorrhage from other intracranial arteries","I60.6","","0","ICD10"
"I607","Subarachnoid haemorrhage from intracranial artery, unspecified","I60.7","","0","ICD10"
"I608","Other subarachnoid haemorrhage","I60.8","","0","ICD10"
"I609","Subarachnoid haemorrhage, unspecified","I60.9","","0","ICD10"
"I61","Intracerebral haemorrhage","I61","","0","ICD10"
"I610","Intracerebral haemorrhage in hemisphere, subcortical","I61.0","","0","ICD10"
"I611","Intracerebral haemorrhage in hemisphere, cortical","I61.1","","0","ICD10"
"I612","Intracerebral haemorrhage in hemisphere, unspecified","I61.2","","0","ICD10"
"I613","Intracerebral haemorrhage in brain stem","I61.3","","0","ICD10"
"I614","Intracerebral haemorrhage in cerebellum","I61.4","","0","ICD10"
"I615","Intracerebral haemorrhage, intraventricular","I61.5","","0","ICD10"
"I616","Intracerebral haemorrhage, multiple localized","I61.6","","0","ICD10"
"I618","Other intracerebral haemorrhage","I61.8","","0","ICD10"
"I619","Intracerebral haemorrhage, unspecified","I61.9","","0","ICD10"
"I691","Sequelae of intracerebral haemorrhage","I69.1","","0","ICD10"
