"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"14V2.00","H/O: renal dialysis","14V2.00",,"2084","IMRD"
"14V2.11","H/O: kidney dialysis","14V2.11",,"75","IMRD"
"4I29.00","Peritoneal dialysis sample","4I29.00",,"4","IMRD"
"4N...00","Dialysis fluid examination","4N...00",,"21","IMRD"
"4N0..00","Dialysis fluid urea level","4N0..00",,"2","IMRD"
"4N1..00","Dialysis fluid creatinine level","4N1..00",,"0","IMRD"
"4N2..00","Dialysis fluid glucose level","4N2..00",,"1","IMRD"
"4N3..00","Peritoneal dialysis fluid cell count","4N3..00",,"0","IMRD"
"4N4..00","Dialysis fluid potassium level","4N4..00",,"1","IMRD"
"4N5..00","Dialysis fluid sodium level","4N5..00",,"1","IMRD"
"7A60600","Creation of graft fistula for dialysis","7A60600",,"624","IMRD"
"7A61900","Ligation of arteriovenous dialysis fistula","7A61900",,"23","IMRD"
"7A61A00","Ligation of arteriovenous dialysis graft","7A61A00",,"3","IMRD"
"7L1A.11","Dialysis for renal failure","7L1A.11",,"3677","IMRD"
"7L1A000","Renal dialysis","7L1A000",,"1868","IMRD"
"7L1A011","Thomas intravascular shunt for dialysis","7L1A011",,"2","IMRD"
"7L1A100","Peritoneal dialysis","7L1A100",,"3228","IMRD"
"7L1A200","Haemodialysis NEC","7L1A200",,"6107","IMRD"
"7L1A300","Haemofiltration","7L1A300",,"99","IMRD"
"7L1A400","Automated peritoneal dialysis","7L1A400",,"25","IMRD"
"7L1A500","Continuous ambulatory peritoneal dialysis","7L1A500",,"164","IMRD"
"7L1A600","Peritoneal dialysis NEC","7L1A600",,"185","IMRD"
"7L1B.11","Placement ambulatory dialysis apparatus - compens renal fail","7L1B.11",,"29","IMRD"
"7L1B000","Insertion of ambulatory peritoneal dialysis catheter","7L1B000",,"899","IMRD"
"7L1B100","Removal of ambulatory peritoneal dialysis catheter","7L1B100",,"381","IMRD"
"7L1B200","Flushing of peritoneal dialysis catheter","7L1B200",,"11","IMRD"
"7L1C000","Insertion of temporary peritoneal dialysis catheter","7L1C000",,"276","IMRD"
"7L1f000","Extracorporeal albumin haemodialysis","7L1f000",,"4","IMRD"
"8882.00","Intestinal dialysis","8882.00",,"19","IMRD"
"8DD..00","Dependence on renal dialysis","8DD..00",,"23","IMRD"
"G72C.00","Ruptured aneurysm of dialysis vascular access","G72C.00",,"0","IMRD"
"G72D.00","Aneurysm of dialysis arteriovenous fistula","G72D.00",,"16","IMRD"
"G72D000","Aneurysm of superficialised artery of dialysis AV fistula","G72D000",,"1","IMRD"
"G72D100","Aneurysm of needle site of dialysis arteriovenous fistula","G72D100",,"0","IMRD"
"G72D200","Aneurysm of anastomotic site of dialysis AV fistula","G72D200",,"3","IMRD"
"G72E.00","Aneurysm of dialysis vascular access","G72E.00",,"0","IMRD"
"Gy1..00","Stenosis of dialysis vascular access","Gy1..00",,"3","IMRD"
"Gy10.00","Stenosis of dialysis arteriovenous graft","Gy10.00",,"3","IMRD"
"Gy11.00","Stenosis of dialysis arteriovenous shunt","Gy11.00",,"0","IMRD"
"Gy11000","Stenosis of arterial side of dialysis arteriovenous shunt","Gy11000",,"0","IMRD"
"Gy11100","Stenosis of venous side of dialysis arteriovenous shunt","Gy11100",,"0","IMRD"
"Gy2..00","Thrombosis of dialysis vascular access","Gy2..00",,"11","IMRD"
"Gy20.00","Thrombosis of dialysis arteriovenous graft","Gy20.00",,"5","IMRD"
"Gy21.00","Thrombosis of dialysis arteriovenous fistula","Gy21.00",,"25","IMRD"
"Gy22.00","Thrombosis of dialysis arteriovenous shunt","Gy22.00",,"1","IMRD"
"Gy3..00","Occlusion of dialysis vascular access","Gy3..00",,"4","IMRD"
"Gy30.00","Occlusion of dialysis arteriovenous graft","Gy30.00",,"3","IMRD"
"Gy31.00","Occlusion of dialysis arteriovenous fistula","Gy31.00",,"11","IMRD"
"Gy32.00","Occlusion of dialysis arteriovenous shunt","Gy32.00",,"0","IMRD"
"Gy4..00","Infection of dialysis vascular access","Gy4..00",,"7","IMRD"
"Gy40.00","Infection of dialysis arteriovenous graft","Gy40.00",,"5","IMRD"
"Gy41.00","Infection of dialysis arteriovenous fistula","Gy41.00",,"10","IMRD"
"Gy42.00","Infection of dialysis arteriovenous shunt","Gy42.00",,"0","IMRD"
"Gy5..00","Haemorrhage of dialysis vascular access","Gy5..00",,"3","IMRD"
"Gy50.00","Haemorrhage of dialysis arteriovenous graft","Gy50.00",,"0","IMRD"
