"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"3670","Scleroderma","N001.00",,"8640","CPRD_GOLD"
"17675","CREST syndrome","N001100",,"1689","CPRD_GOLD"
"24641","Circumscribed scleroderma","M210.00",,"87","CPRD_GOLD"
"25463","Linear scleroderma","M210400",,"110","CPRD_GOLD"
"28417","Systemic sclerosis","N001.12",,"2388","CPRD_GOLD"
"43631","Addison's keloid","M210.11",,"25","CPRD_GOLD"
"44141","Progressive systemic sclerosis","N001000",,"56","CPRD_GOLD"
"55601","Myopathy due to scleroderma","F396600",,"22","CPRD_GOLD"
"68277","Acrosclerosis","N001.11",,"6","CPRD_GOLD"
"71763","[X]Other forms of systemic sclerosis","Nyu4500",,"24","CPRD_GOLD"
"72288","Circumscribed scleroderma NOS","M210z00",,"6","CPRD_GOLD"
"73485","Unspecified circumscribed scleroderma","M210000",,"4","CPRD_GOLD"
"94996","Lung disease with systemic sclerosis","H572.00",,"5","CPRD_GOLD"
"105976","Acute scleroderma renal crisis","K0H..00",,"4","CPRD_GOLD"
"107382","Renal involvement in scleroderma","K0J0.00",,"2","CPRD_GOLD"
"110174","Systemic sclerosis induced by drugs and chemicals","N001200",,"2","CPRD_GOLD"
