"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"14AC.00","H/O: pulmonary embolus","14AC.00",,"1328","IMRD"
"7A09300","Open embolectomy of pulmonary artery","7A09300",,"76","IMRD"
"7A09311","Trendelenburg pulmonary embolectomy","7A09311",,"173","IMRD"
"7A0A100","Percutaneous transluminal embolectomy of pulmonary artery","7A0A100",,"12","IMRD"
"7A0B000","Pulmonary thromboendarterectomy","7A0B000",,"77","IMRD"
"G401.00","Pulmonary embolism","G401.00",,"135233","IMRD"
"G401.11","Infarction - pulmonary","G401.11",,"158","IMRD"
"G401.12","Pulmonary embolus","G401.12",,"4198","IMRD"
"G401000","Post operative pulmonary embolus","G401000",,"1207","IMRD"
"G401100","Recurrent pulmonary embolism","G401100",,"254","IMRD"
"G402.00","Pulmonary infarct","G402.00",,"791","IMRD"
"L096400","Pulmonary embolism following abortive pregnancy","L096400",,"7","IMRD"
"L43..00","Obstetric pulmonary embolism","L43..00",,"206","IMRD"
"L43..11","Obstetric pulmonary embolus","L43..11",,"18","IMRD"
"L432.00","Obstetric blood-clot pulmonary embolism","L432.00",,"0","IMRD"
"L432000","Obstetric blood-clot pulmonary embolism unspecified","L432000",,"2","IMRD"
"L432100","Obstetric blood-clot pulmonary embolism - delivered","L432100",,"1","IMRD"
"L432300","Obstetric blood-clot pulmonary embolism + a/n complication","L432300",,"4","IMRD"
"L432400","Obstetric blood-clot pulmonary embolism + p/n complication","L432400",,"0","IMRD"
"L432z00","Obstetric blood-clot pulmonary embolism NOS","L432z00",,"3","IMRD"
"L433.00","Obstetric pyaemic and septic pulmonary embolism","L433.00",,"0","IMRD"
"L433000","Obstetric pyaemic and septic pulmonary embolism unspecified","L433000",,"0","IMRD"
"L433100","Obstetric pyaemic and septic pulmonary embolism - delivered","L433100",,"0","IMRD"
"L433z00","Obstetric pyaemic and septic pulmonary embolism NOS","L433z00",,"0","IMRD"
"L43y.00","Other obstetric pulmonary embolism","L43y.00",,"1","IMRD"
"L43y000","Other obstetric pulmonary embolism unspecified","L43y000",,"0","IMRD"
"L43y100","Other obstetric pulmonary embolism - delivered","L43y100",,"1","IMRD"
"L43y200","Other obstetric pulmonary embolism - delivered + p/n comp","L43y200",,"0","IMRD"
"L43y300","Other obstetric pulmonary embolism with antenatal comp","L43y300",,"1","IMRD"
"L43y400","Other obstetric pulmonary embolism with postnatal comp","L43y400",,"1","IMRD"
"L43yz00","Other obstetric pulmonary embolism NOS","L43yz00",,"1","IMRD"
"L43z.00","Obstetric pulmonary embolism NOS","L43z.00",,"4","IMRD"
"L43z000","Obstetric pulmonary embolism NOS, unspecified","L43z000",,"1","IMRD"
"L43z100","Obstetric pulmonary embolism NOS - delivered","L43z100",,"2","IMRD"
"L43z200","Obstetric pulmonary embolism NOS - delivered with p/n comp","L43z200",,"0","IMRD"
"L43z300","Obstetric pulmonary embolism NOS with antenatal complication","L43z300",,"0","IMRD"
"L43z400","Obstetric pulmonary embolism NOS with postnatal complication","L43z400",,"9","IMRD"
"L43zz00","Obstetric pulmonary embolism NOS","L43zz00",,"7","IMRD"
"ZV12900","[V] Personal history of pulmonary embolism","ZV12900",,"988","IMRD"
