"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"7K1LF00","Closed reduction of fracture of humerus","7K1LF00",,"5534","IMRD"
"S22..00","Fracture of humerus","S22..00",,"142496","IMRD"
"S220.00","Closed fracture of the proximal humerus","S220.00",,"11570","IMRD"
"S220000","Closed fracture of proximal humerus, unspecified part","S220000",,"614","IMRD"
"S220100","Closed fracture proximal humerus, neck","S220100",,"4770","IMRD"
"S220200","Closed fracture of proximal humerus, anatomical neck","S220200",,"208","IMRD"
"S220300","Closed fracture proximal humerus, greater tuberosity","S220300",,"1617","IMRD"
"S220400","Closed fracture proximal humerus, head","S220400",,"651","IMRD"
"S220500","Closed fracture of humerus, upper epiphysis","S220500",,"74","IMRD"
"S220600","Closed fracture proximal humerus, three part","S220600",,"123","IMRD"
"S220700","Closed fracture proximal humerus, four part","S220700",,"58","IMRD"
"S220z00","Closed fracture of proximal humerus not otherwise specified","S220z00",,"233","IMRD"
"S221.00","Open fracture of the proximal humerus","S221.00",,"159","IMRD"
"S221000","Open fracture of proximal humerus, unspecified part","S221000",,"9","IMRD"
"S221100","Open fracture proximal humerus, neck","S221100",,"26","IMRD"
"S221200","Open fracture of proximal humerus, anatomical neck","S221200",,"4","IMRD"
"S221300","Open fracture proximal humerus, greater tuberosity","S221300",,"25","IMRD"
"S221400","Open fracture proximal humerus, head","S221400",,"9","IMRD"
"S221500","Open fracture of humerus, upper epiphysis","S221500",,"1","IMRD"
"S221600","Open fracture proximal humerus, three part","S221600",,"5","IMRD"
"S221700","Open fracture proximal humerus, four part","S221700",,"1","IMRD"
"S221z00","Open fracture of proximal humerus not otherwise specified","S221z00",,"6","IMRD"
"S222.00","Closed fracture of humerus, shaft or unspecified part","S222.00",,"523","IMRD"
"S222000","Closed fracture of humerus NOS","S222000",,"1282","IMRD"
"S222100","Closed fracture of humerus, shaft","S222100",,"1047","IMRD"
"S222z00","Closed fracture of humerus, shaft or unspecified part NOS","S222z00",,"44","IMRD"
"S223.00","Open fracture of humerus, shaft or unspecified part","S223.00",,"31","IMRD"
"S223000","Open fracture of humerus NOS","S223000",,"57","IMRD"
"S223100","Open fracture of humerus, shaft","S223100",,"45","IMRD"
"S223z00","Open fracture of humerus, shaft or unspecified part NOS","S223z00",,"5","IMRD"
"S224.00","Closed fracture of the distal humerus","S224.00",,"5623","IMRD"
"S224100","Closed fracture distal humerus, supracondylar","S224100",,"20077","IMRD"
"S224200","Closed fracture distal humerus, lateral condyle","S224200",,"1153","IMRD"
"S224300","Closed fracture distal humerus, medial condyle","S224300",,"477","IMRD"
"S224400","Closed fracture of distal humerus, condyle(s) unspecified","S224400",,"100","IMRD"
"S224500","Closed fracture of distal humerus, trochlea","S224500",,"72","IMRD"
"S224600","Closed fracture distal humerus, lateral epicondyle","S224600",,"1431","IMRD"
"S224700","Closed fracture distal humerus, medial epicondyle","S224700",,"1472","IMRD"
"S224800","Closed fracture distal humerus, capitellum","S224800",,"444","IMRD"
"S224900","Closed fracture distal humerus, bicondylar (T-Y fracture)","S224900",,"10","IMRD"
"S224x00","Closed fracture of distal humerus, multiple","S224x00",,"20","IMRD"
"S224z00","Closed fracture of distal humerus, not otherwise specified","S224z00",,"226","IMRD"
"S225.00","Open fracture of the distal humerus","S225.00",,"242","IMRD"
"S225100","Open fracture distal humerus, supracondylar","S225100",,"547","IMRD"
"S225200","Open fracture distal humerus, lateral condyle","S225200",,"71","IMRD"
"S225300","Open fracture distal humerus, medial condyle","S225300",,"14","IMRD"
"S225400","Open fracture of distal humerus, condyle(s) unspecified","S225400",,"5","IMRD"
"S225500","Open fracture of distal humerus, trochlea","S225500",,"4","IMRD"
"S225600","Open fracture distal humerus, lateral epicondyle","S225600",,"55","IMRD"
"S225700","Open fracture distal humerus, medial epicondyle","S225700",,"80","IMRD"
"S225800","Open fracture distal humerus, capitellum","S225800",,"36","IMRD"
"S225900","Open fracture distal humerus, bicondylar (T-Y fracture)","S225900",,"1","IMRD"
"S225x00","Open fracture of distal humerus, multiple","S225x00",,"1","IMRD"
"S225z00","Open fracture of distal humerus, not otherwise specified","S225z00",,"12","IMRD"
"S226.00","Fracture of upper end of humerus","S226.00",,"4423","IMRD"
"S227.00","Fracture of shaft of humerus","S227.00",,"1388","IMRD"
"S228.00","Fracture of lower end of humerus","S228.00",,"5616","IMRD"
"S22z.00","Fracture of humerus NOS","S22z.00",,"7510","IMRD"
"S292.00","Multiple fractures of clavicle, scapula and humerus","S292.00",,"1238","IMRD"
"S292000","Closed multiple fractures of clavicle, scapula and humerus","S292000",,"85","IMRD"
"S292100","Open multiple fractures of clavicle, scapula and humerus","S292100",,"2","IMRD"
"Syu4200","[X]Multiple fractures of clavicle, scapula and humerus","Syu4200",,"3","IMRD"
