"MEDICAL_CODE_ID","DESCRIPTION","READ_CODE","SNOMED_CT_CODE","FREQUENCY","DATABASE"
"1473.00","H/O: epilepsy","1473.00",,"22015","IMRD"
"14On.00","At risk of sudden unexpected death in epilepsy","14On.00",,"1","IMRD"
"1B1W.00","Transient epileptic amnesia","1B1W.00",,"102","IMRD"
"1O30.00","Epilepsy confirmed","1O30.00",,"2400","IMRD"
"2828.00","Absence seizure","2828.00",,"10519","IMRD"
"667..00","Epilepsy monitoring","667..00",,"153660","IMRD"
"6674.00","Epilepsy associated problems","6674.00",,"318","IMRD"
"6678.00","Epilepsy treatment changed","6678.00",,"2340","IMRD"
"6679.00","Epilepsy treatment started","6679.00",,"542","IMRD"
"667A.00","Epilepsy treatment stopped","667A.00",,"765","IMRD"
"667B.00","Nocturnal epilepsy","667B.00",,"2528","IMRD"
"667C.00","Epilepsy control good","667C.00",,"7445","IMRD"
"667D.00","Epilepsy control poor","667D.00",,"1975","IMRD"
"667G.00","Epilepsy restricts employment","667G.00",,"94","IMRD"
"667H.00","Epilepsy prevents employment","667H.00",,"127","IMRD"
"667J.00","Epilepsy impairs education","667J.00",,"25","IMRD"
"667K.00","Epilepsy limits activities","667K.00",,"345","IMRD"
"667L.00","Epilepsy does not limit activities","667L.00",,"775","IMRD"
"667W.00","Emergency epilepsy treatment since last appointment","667W.00",,"167","IMRD"
"667Z.00","Epilepsy monitoring NOS","667Z.00",,"6840","IMRD"
"Eu05212","[X]Schizophrenia-like psychosis in epilepsy","Eu05212",,"65","IMRD"
"Eu05y11","[X]Epileptic psychosis NOS","Eu05y11",,"329","IMRD"
"Eu06013","[X]Limbic epilepsy personality","Eu06013",,"16","IMRD"
"Eu80300","[X]Acquired aphasia with epilepsy [Landau - Kleffner]","Eu80300",,"77","IMRD"
"F132100","Progressive myoclonic epilepsy","F132100",,"124","IMRD"
"F25..00","Epilepsy","F25..00",,"451695","IMRD"
"F250.00","Generalised nonconvulsive epilepsy","F250.00",,"455","IMRD"
"F250000","Petit mal (minor) epilepsy","F250000",,"13471","IMRD"
"F250011","Epileptic absences","F250011",,"3392","IMRD"
"F250100","Pykno-epilepsy","F250100",,"8","IMRD"
"F250200","Epileptic seizures - atonic","F250200",,"714","IMRD"
"F250300","Epileptic seizures - akinetic","F250300",,"284","IMRD"
"F250400","Juvenile absence epilepsy","F250400",,"1177","IMRD"
"F250500","Lennox-Gastaut syndrome","F250500",,"440","IMRD"
"F250y00","Other specified generalised nonconvulsive epilepsy","F250y00",,"37","IMRD"
"F250z00","Generalised nonconvulsive epilepsy NOS","F250z00",,"112","IMRD"
"F251.00","Generalised convulsive epilepsy","F251.00",,"2532","IMRD"
"F251000","Grand mal (major) epilepsy","F251000",,"27299","IMRD"
"F251011","Tonic-clonic epilepsy","F251011",,"580","IMRD"
"F251100","Neonatal myoclonic epilepsy","F251100",,"143","IMRD"
"F251111","Otohara syndrome","F251111",,"15","IMRD"
"F251200","Epileptic seizures - clonic","F251200",,"4588","IMRD"
"F251300","Epileptic seizures - myoclonic","F251300",,"1739","IMRD"
"F251400","Epileptic seizures - tonic","F251400",,"5503","IMRD"
"F251500","Tonic-clonic epilepsy","F251500",,"4251","IMRD"
"F251y00","Other specified generalised convulsive epilepsy","F251y00",,"228","IMRD"
"F251z00","Generalised convulsive epilepsy NOS","F251z00",,"407","IMRD"
"F252.00","Petit mal status","F252.00",,"942","IMRD"
"F253.00","Grand mal status","F253.00",,"1503","IMRD"
"F253.11","Status epilepticus","F253.11",,"3097","IMRD"
"F254.00","Partial epilepsy with impairment of consciousness","F254.00",,"602","IMRD"
"F254000","Temporal lobe epilepsy","F254000",,"16147","IMRD"
"F254100","Psychomotor epilepsy","F254100",,"103","IMRD"
"F254200","Psychosensory epilepsy","F254200",,"7","IMRD"
"F254300","Limbic system epilepsy","F254300",,"13","IMRD"
"F254400","Epileptic automatism","F254400",,"68","IMRD"
"F254500","Complex partial epileptic seizure","F254500",,"5644","IMRD"
"F254z00","Partial epilepsy with impairment of consciousness NOS","F254z00",,"254","IMRD"
"F255.00","Partial epilepsy without impairment of consciousness","F255.00",,"496","IMRD"
"F255000","Jacksonian, focal or motor epilepsy","F255000",,"1226","IMRD"
"F255011","Focal epilepsy","F255011",,"4799","IMRD"
"F255012","Motor epilepsy","F255012",,"19","IMRD"
"F255100","Sensory induced epilepsy","F255100",,"45","IMRD"
"F255200","Somatosensory epilepsy","F255200",,"6","IMRD"
"F255300","Visceral reflex epilepsy","F255300",,"2","IMRD"
"F255311","Partial epilepsy with autonomic symptoms","F255311",,"5","IMRD"
"F255400","Visual reflex epilepsy","F255400",,"6","IMRD"
"F255500","Unilateral epilepsy","F255500",,"6","IMRD"
"F255600","Simple partial epileptic seizure","F255600",,"1802","IMRD"
"F255y00","Partial epilepsy without impairment of consciousness OS","F255y00",,"70","IMRD"
"F255z00","Partial epilepsy without impairment of consciousness NOS","F255z00",,"192","IMRD"
"F256.00","Infantile spasms","F256.00",,"1749","IMRD"
"F256.11","Lightning spasms","F256.11",,"4","IMRD"
"F256.12","West syndrome","F256.12",,"195","IMRD"
"F256100","Salaam attacks","F256100",,"108","IMRD"
"F256z00","Infantile spasms NOS","F256z00",,"66","IMRD"
"F257.00","Kojevnikov's epilepsy","F257.00",,"7","IMRD"
"F259.00","Early infant epileptic encephalopathy wth suppression bursts","F259.00",,"61","IMRD"
"F259.11","Ohtahara syndrome","F259.11",,"23","IMRD"
"F25A.00","Juvenile myoclonic epilepsy","F25A.00",,"1902","IMRD"
"F25B.00","Alcohol-induced epilepsy","F25B.00",,"692","IMRD"
"F25C.00","Drug-induced epilepsy","F25C.00",,"173","IMRD"
"F25D.00","Menstrual epilepsy","F25D.00",,"14","IMRD"
